PAYS,Code,Location,Longitude,Latitude,Date,I_131_(Bq/m3),Cs_134_(Bq/m3),Cs_137_(Bq/m3)
F,3,FLAMANVILLE,-1.9,49.55,86/05/04,0.006,0,0
F,3,FLAMANVILLE,-1.9,49.55,86/05/05,0.004,0,0
F,3,FLAMANVILLE,-1.9,49.55,86/05/06,0.0028,0,0
F,3,FLAMANVILLE,-1.9,49.55,86/05/07,0.0043,0,0
F,3,FLAMANVILLE,-1.9,49.55,86/05/08,0.011,0,0
F,3,FLAMANVILLE,-1.9,49.55,86/05/09,0.0055,0,0
F,3,GRAVELINES,2.31,51,86/05/02,0.008,0,0
F,3,GRAVELINES,2.31,51,86/05/03,0.065,0.23,0.34
F,3,GRAVELINES,2.31,51,86/05/04,1.5,0.65,1.299999
F,3,GRAVELINES,2.31,51,86/05/05,0.07,0.03,0.05
F,3,GRAVELINES,2.31,51,86/05/06,0.023,0.012,0
F,3,GRAVELINES,2.31,51,86/05/07,0.0205,0,0.014
F,3,GRAVELINES,2.31,51,86/05/08,0.02,0.01,0
F,3,GRAVELINES,2.31,51,86/05/09,0.009,0,0.007
F,3,GRAVELINES,2.31,51,86/05/10,0.004,0,0
F,3,GRAVELINES,2.31,51,86/05/11,0.004,0,0
F,3,GRAVELINES,2.31,51,86/05/13,0.007,0,0
F,3,GRAVELINES,2.31,51,86/05/14,0.006,0,0
F,3,GRAVELINES,2.31,51,86/05/15,0.006,0,0
F,3,GRAVELINES,2.31,51,86/05/16,0.0052,0,0
F,3,GRAVELINES,2.31,51,86/05/17,0.0052,0,0
F,3,GRAVELINES,2.31,51,86/05/18,0.005,0,0
F,3,GRAVELINES,2.31,51,86/05/19,0.005,0,0
F,3,GRENOBLE,5.72,45.18,86/05/02,0.444,0.0925,0.1628
F,3,GRENOBLE,5.72,45.18,86/05/03,0.518,0.1702,0.3
F,3,GRENOBLE,5.72,45.18,86/05/04,0.407,0.1406,0.2331
F,3,GRENOBLE,5.72,45.18,86/05/05,0.2405,0.074,0.1258
F,3,GRENOBLE,5.72,45.18,86/05/06,0.0851,0.037,0.0777
F,3,GRENOBLE,5.72,45.18,86/05/07,0.02516,0.01258,0.02109
F,3,GRENOBLE,5.72,45.18,86/05/10,0.00185,0,0.00074
F,3,GRENOBLE,5.72,45.18,86/05/11,0.00518,0,0.00111
F,3,GRENOBLE,5.72,45.18,86/05/12,0.00059,0,0.00074
F,3,LE BUGEY,5.26,45.8,86/05/02,1.9,0.32,
F,3,LE BUGEY,5.26,45.8,86/05/03,2.5,0.33,
F,3,LE BUGEY,5.26,45.8,86/05/04,2.799999,0.8,
F,3,LE BUGEY,5.26,45.8,86/05/05,0.31,0.07,
F,3,LE BUGEY,5.26,45.8,86/05/06,0.28,0.1,
F,3,LE BUGEY,5.26,45.8,86/05/07,0.057,0,
F,3,LE BUGEY,5.26,45.8,86/05/08,0.0041,0,
F,3,LE BUGEY,5.26,45.8,86/05/09,0.015,0,
F,3,LE BUGEY,5.26,45.8,86/05/10,0.026,0,
F,3,LE BUGEY,5.26,45.8,86/05/11,0.004,0,
F,3,LE BUGEY,5.26,45.8,86/05/12,0.004,0,
F,3,LE BUGEY,5.26,45.8,86/05/13,0.004,0,
F,3,LE BUGEY,5.26,45.8,86/05/14,0.004,0,
F,3,LE BUGEY,5.26,45.8,86/05/15,0.004,0,
F,3,LE VESINET,2.13,48.88,86/05/02,3.9,0.7,
F,3,LE VESINET,2.13,48.88,86/05/03,1.599999,0.22,
F,3,LE VESINET,2.13,48.88,86/05/04,0.042,0.0021,
F,3,LE VESINET,2.13,48.88,86/05/05,0.051,0,
F,3,LE VESINET,2.13,48.88,86/05/06,0.038,0,
F,3,LE VESINET,2.13,48.88,86/05/07,0.022,0,
F,3,LE VESINET,2.13,48.88,86/05/08,0.028,0.0041,
F,3,LE VESINET,2.13,48.88,86/05/09,0.019,0,
F,3,LE VESINET,2.13,48.88,86/05/10,0.007,0,
F,3,LE VESINET,2.13,48.88,86/05/11,0.0028,0,
F,3,LE VESINET,2.13,48.88,86/05/12,0.017,0,
F,3,LE VESINET,2.13,48.88,86/05/13,0.0067,0.0005,
F,3,LE VESINET,2.13,48.88,86/05/14,0.0085,0,
F,3,LE VESINET,2.13,48.88,86/05/15,0.0044,0,
F,3,LE VESINET,2.13,48.88,86/05/16,0.007,0,
F,3,LE VESINET,2.13,48.88,86/05/17,0.0067,0,
F,3,LE VESINET,2.13,48.88,86/05/18,0.0037,0,
F,3,LE VESINET,2.13,48.88,86/05/19,0.0067,0.0015,
F,3,LE VESINET,2.13,48.88,86/05/20,0.0033,0.00055,
F,3,MARCOULE,4.8,44.13,86/04/30,0.03182,0.00888,0.0159
F,3,MARCOULE,4.8,44.13,86/05/01,0.555,0.0814,0.1961
F,3,MARCOULE,4.8,44.13,86/05/02,2.552999,0.407,0.999
F,3,MARCOULE,4.8,44.13,86/05/03,1.183999,0.333,0.3515
F,3,MARCOULE,4.8,44.13,86/05/04,1.368999,0.444,0.8695
F,3,MARCOULE,4.8,44.13,86/05/05,0.555,0.1628,0.333
F,3,MONACO,7.42,43.73,86/05/01,0.15,0.02,0.03
F,3,MONACO,7.42,43.73,86/05/02,1.4,0.11,0.18
F,3,MONACO,7.42,43.73,86/05/03,2.9,0.55,1.099999
F,3,MONACO,7.42,43.73,86/05/04,2.799999,0.84,1.509999
F,3,MONACO,7.42,43.73,86/05/05,1.299999,0.48,1
F,3,MONACO,7.42,43.73,86/05/06,0.48,0.14,0.3
F,3,MONACO,7.42,43.73,86/05/07,0.32,0.09,0.18
F,3,MONACO,7.42,43.73,86/05/08,0.06,0.03,0.06
F,3,MONACO,7.42,43.73,86/05/09,0.04,0.02,0.05
F,3,MONACO,7.42,43.73,86/05/10,0.02,0.02,0.05
F,3,ORSAY,2.18,48.68,86/05/02,6.33,1.809999,3.23
F,3,ORSAY,2.18,48.68,86/05/03,0.31,0.072,0.142
F,3,ORSAY,2.18,48.68,86/05/04,0.0103,0.0004,0.00065
F,3,ORSAY,2.18,48.68,86/05/05,0.037,0.003,0.005
F,3,ORSAY,2.18,48.68,86/05/06,0.0034,0.0003,0.0005
F,3,ORSAY,2.18,48.68,86/05/07,0.0062,0.002,0.0038
F,3,ORSAY,2.18,48.68,86/05/08,0.012,0.0027,0.005
F,3,ORSAY,2.18,48.68,86/05/09,0.017,0.0025,0.0045
F,3,ORSAY,2.18,48.68,86/05/10,0.0019,0.0004,0.0007
F,3,PARIS,2.36,48.85,86/04/30,0.000015,0,0.000007
F,3,PARIS,2.36,48.85,86/05/01,0.51,0.099,0.19
F,3,PARIS,2.36,48.85,86/05/02,1.929999,0.77,1.49
F,3,PARIS,2.36,48.85,86/05/03,0.18,0.046,0.95
F,3,PARIS,2.36,48.85,86/05/04,0.0083,0.00034,0.00074
F,3,PARIS,2.36,48.85,86/05/05,0.033,0.0087,0.017
F,3,PARIS,2.36,48.85,86/05/06,0.012,0.0029,0.0059
F,3,PARIS,2.36,48.85,86/05/07,0.009,0.002,0.0039
F,3,PARIS,2.36,48.85,86/05/08,0.0068,0.0013,0.0025
F,3,PARIS,2.36,48.85,86/05/09,0.0054,0.0011,0.0021
F,3,PARIS,2.36,48.85,86/05/10,0.00094,0.00017,0.00033
F,3,PARIS,2.36,48.85,86/05/11,0.003,0.0003,0.00059
F,3,PARIS,2.36,48.85,86/05/13,0.004,0.00039,0.00078
F,3,PARIS,2.36,48.85,86/05/14,0.0035,0.00065,0.0013
F,3,PARIS,2.36,48.85,86/05/16,0.0022,0.001,0.002
F,3,PARIS,2.36,48.85,86/05/18,0.0031,0.0013,0.0025
F,3,PARIS,2.36,48.85,86/05/20,0.0007,0,0.000006
F,3,SACLAY,2.16,48.73,86/05/02,0,0.6,1.4
F,3,SACLAY,2.16,48.73,86/05/03,0,0.1,0.2
F,3,SACLAY,2.16,48.73,86/05/04,0,0.002,0.002
F,3,SACLAY,2.16,48.73,86/05/05,0,0.005,0.01
F,3,SACLAY,2.16,48.73,86/05/06,0,0.002,0.002
F,3,SACLAY,2.16,48.73,86/05/07,0,0.0034,0.0096
F,3,SACLAY,2.16,48.73,86/05/08,0,0.0023,0.0052
F,3,SACLAY,2.16,48.73,86/05/09,0,0.0017,0.0022
F,3,SACLAY,2.16,48.73,86/05/10,0,0.0004,0.00087
F,3,SACLAY,2.16,48.73,86/05/11,0,0.0004,0.00047
F,3,SAINT ALBAN,4.75,45.4,86/05/02,1.9,0.37,
F,3,SAINT ALBAN,4.75,45.4,86/05/03,3.299999,1,
F,3,SAINT ALBAN,4.75,45.4,86/05/04,1.4,0.47,
F,3,SAINT ALBAN,4.75,45.4,86/05/05,0.7,0.18,
F,3,SAINT ALBAN,4.75,45.4,86/05/06,0,0.15,
F,3,SAINT ALBAN,4.75,45.4,86/05/07,0.02,0.0075,
F,3,SAINT ALBAN,4.75,45.4,86/05/08,0.016,0.0075,
F,3,SAINT ALBAN,4.75,45.4,86/05/09,0.015,0.0028,
F,3,SAINT ALBAN,4.75,45.4,86/05/10,0.012,0.001,
F,3,SAINT ALBAN,4.75,45.4,86/05/11,0.0065,0.0022,
F,3,SAINT ALBAN,4.75,45.4,86/05/12,0.0055,0,
F,3,SAINT ALBAN,4.75,45.4,86/05/14,0.0012,0,
F,3,SAINT ALBAN,4.75,45.4,86/05/15,0.0075,0,
F,3,ST.Laurent des eaux,1.58,47.71,86/05/02,,,
F,3,ST.Laurent des eaux,1.58,47.71,86/05/03,,,
F,3,ST.Laurent des eaux,1.58,47.71,86/05/04,,,
F,3,ST.Laurent des eaux,1.58,47.71,86/05/05,,,
F,3,ST.Laurent des eaux,1.58,47.71,86/05/06,,,
F,3,ST.Laurent des eaux,1.58,47.71,86/05/07,,,
F,3,ST.Laurent des eaux,1.58,47.71,86/05/08,,,
F,3,ST.Laurent des eaux,1.58,47.71,86/05/09,,,
F,3,ST.Laurent des eaux,1.58,47.71,86/05/10,,,
F,3,ST.Laurent des eaux,1.58,47.71,86/05/11,,,
F,3,ST.Laurent des eaux,1.58,47.71,86/05/12,,,
F,3,ST.Laurent des eaux,1.58,47.71,86/05/13,,,
F,3,ST.Laurent des eaux,1.58,47.71,86/05/14,,,
F,3,ST.Laurent des eaux,1.58,47.71,86/05/15,,,
F,3,ST.Laurent des eaux,1.58,47.71,86/05/16,,,
F,3,ST.Laurent des eaux,1.58,47.71,86/05/17,,,
F,3,ST.Laurent des eaux,1.58,47.71,86/05/18,,,
F,3,ST.Laurent des eaux,1.58,47.71,86/05/19,,,
F,3,ST.Laurent des eaux,1.58,47.71,86/05/20,,,
F,3,ST.Laurent des eaux,1.58,47.71,86/05/21,,,
F,3,TRICASTIN,4.73,44.33,86/05/01,0,0.021,0.042
F,3,TRICASTIN,4.73,44.33,86/05/02,0.4,0.1,0.17
F,3,TRICASTIN,4.73,44.33,86/05/03,0.9,0.235,0.57
F,3,TRICASTIN,4.73,44.33,86/05/04,0.75,0.18,0.34
F,3,TRICASTIN,4.73,44.33,86/05/05,0.23,0.075,0.18
F,3,TRICASTIN,4.73,44.33,86/05/06,0.11,0.062,0.14
F,3,TRICASTIN,4.73,44.33,86/05/07,0.014,0,0
F,3,TRICASTIN,4.73,44.33,86/05/08,0.0085,0,0
F,3,TRICASTIN,4.73,44.33,86/05/09,0.012,0,0
F,3,TRICASTIN,4.73,44.33,86/05/10,0.005,0,0
F,3,TRICASTIN,4.73,44.33,86/05/11,0.005,0,0
F,3,TRICASTIN,4.73,44.33,86/05/12,0.003,0,0
F,3,TRICASTIN,4.73,44.33,86/05/13,0.0095,0,0
F,3,TRICASTIN,4.73,44.33,86/05/14,0.002,0,0
F,3,VERDUN,5.38,49.15,86/04/30,0.0002,0.00003,0.00006
F,3,VERDUN,5.38,49.15,86/05/01,0.003,0.00007,0.00013
F,3,VERDUN,5.38,49.15,86/05/02,9.44,3.099999,5.4
F,3,VERDUN,5.38,49.15,86/05/03,1.77,0.71,1.299999
F,3,VERDUN,5.38,49.15,86/05/05,0.16,0.035,0.067
F,3,VERDUN,5.38,49.15,86/05/06,0.11,0.063,0.12
F,3,VERDUN,5.38,49.15,86/05/07,0.039,0.014,0.028
F,3,VERDUN,5.38,49.15,86/05/08,0.0087,0.0012,0.002
F,3,VERDUN,5.38,49.15,86/05/09,0.0091,0.0012,0.0021
F,3,VERDUN,5.38,49.15,86/05/10,0.0076,0.0011,0.00206
IR,4,GLASNEVIN.Dublin,-6.28,53.37,86/05/01,0,0,
IR,4,GLASNEVIN.Dublin,-6.28,53.37,86/05/02,0,0,
IR,4,GLASNEVIN.Dublin,-6.28,53.37,86/05/03,0,0.02104,
IR,4,GLASNEVIN.Dublin,-6.28,53.37,86/05/04,0,0.00781,
IR,4,GLASNEVIN.Dublin,-6.28,53.37,86/05/05,0,0,
IR,4,GLASNEVIN.Dublin,-6.28,53.37,86/05/06,0,0,
IR,4,GLASNEVIN.Dublin,-6.28,53.37,86/05/07,0,0,
IR,4,GLASNEVIN.Dublin,-6.28,53.37,86/05/08,0,0.00198,
IR,4,GLASNEVIN.Dublin,-6.28,53.37,86/05/09,0,0.00038,
IR,4,GLASNEVIN.Dublin,-6.28,53.37,86/05/10,0,0,
IR,4,GLASNEVIN.Dublin,-6.28,53.37,86/05/11,0,0,
IR,4,GLASNEVIN.Dublin,-6.28,53.37,86/05/12,0,0,
IR,4,GLASNEVIN.Dublin,-6.28,53.37,86/05/13,0,0,
IR,4,GLASNEVIN.Dublin,-6.28,53.37,86/05/14,0,0.00118,
IR,4,GLASNEVIN.Dublin,-6.28,53.37,86/05/15,0,0.00098,
IR,4,GLASNEVIN.Dublin,-6.28,53.37,86/05/16,0,0.00124,
IR,4,GLASNEVIN.Dublin,-6.28,53.37,86/05/17,0,0,
IR,4,GLASNEVIN.Dublin,-6.28,53.37,86/05/18,0,0,
IR,4,GLASNEVIN.Dublin,-6.28,53.37,86/05/19,0,0,
IR,4,GLASNEVIN.Dublin,-6.28,53.37,86/05/20,0,0.00093,
IR,4,GLASNEVIN.Dublin,-6.28,53.37,86/05/21,0,0,
IR,4,GLASNEVIN.Dublin,-6.28,53.37,86/05/22,0,0.00126,
IR,4,GLASNEVIN.Dublin,-6.28,53.37,86/06/05,0,0,
IT,5,BOLOGNA,11.33,44.48,86/04/30,0.068,0.005,0.012
IT,5,BOLOGNA,11.33,44.48,86/05/01,0.627,0.062,0.139
IT,5,BOLOGNA,11.33,44.48,86/05/02,7.015,0.904,2.237
IT,5,BOLOGNA,11.33,44.48,86/05/03,2.926,0.519,0.894
IT,5,BOLOGNA,11.33,44.48,86/05/04,1.404,0.287,0.554
IT,5,BOLOGNA,11.33,44.48,86/05/05,0.837,0.213,0.421
IT,5,BOLOGNA,11.33,44.48,86/05/06,0.681,0.199,0.404
IT,5,BOLOGNA,11.33,44.48,86/05/07,0.956,0.22,0.426
IT,5,BOLOGNA,11.33,44.48,86/05/08,0.515,0.147,0.313
IT,5,BOLOGNA,11.33,44.48,86/05/09,0.047,0.013,0.017
IT,5,BOLOGNA,11.33,44.48,86/05/10,0.051,0.011,0.032
IT,5,BOLOGNA,11.33,44.48,86/05/11,0.047,<,0.004
IT,5,BOLOGNA,11.33,44.48,86/05/12,0.037,<,0.004
IT,5,BOLOGNA,11.33,44.48,86/05/13,0.015,<,0.004
IT,5,BOLOGNA,11.33,44.48,86/05/14,0.016,<,0.004
IT,5,BOLOGNA,11.33,44.48,86/05/15,0.012,<,0.004
IT,5,BOLOGNA,11.33,44.48,86/05/16,0.01,<,0.004
IT,5,BOLOGNA,11.33,44.48,86/05/18,0.006,<,0.004
IT,5,BOLOGNA,11.33,44.48,86/05/19,0.006,<,0.004
IT,5,BRASIMONE,11.33,44.48,86/05/02,2.89,0.26,0.5
IT,5,BRASIMONE,11.33,44.48,86/05/03,2.099,0.52,1.172
IT,5,BRASIMONE,11.33,44.48,86/05/04,1.392,0.722,1.445
IT,5,BRASIMONE,11.33,44.48,86/05/05,0.651,0.46,0.925
IT,5,BRASIMONE,11.33,44.48,86/05/06,0.563,0.316,0.644
IT,5,BRASIMONE,11.33,44.48,86/05/07,0.429,0.24,0.4
IT,5,BRASIMONE,11.33,44.48,86/05/09,0.07,0.009,0.022
IT,5,BRASIMONE,11.33,44.48,86/05/10,0.025,0.004,0.008
IT,5,BRASIMONE,11.33,44.48,86/05/11,0.022,<,0.0005
IT,5,BRASIMONE,11.33,44.48,86/05/12,0.026,<,0.0005
IT,5,BRASIMONE,11.33,44.48,86/05/13,0.009,<,0.0005
IT,5,BRASIMONE,11.33,44.48,86/05/14,0.007,N,0
IT,5,BRASIMONE,11.33,44.48,86/05/16,0.006,<,0.0005
IT,5,BRASIMONE,11.33,44.48,86/05/17,0.01,0.001,0.002
IT,5,BRASIMONE,11.33,44.48,86/05/18,0.003,<,0.0005
IT,5,BRASIMONE,11.33,44.48,86/05/19,0.003,N,0
IT,5,BRASIMONE,11.33,44.48,86/05/20,0.003,<,0.0005
IT,5,BRASIMONE,11.33,44.48,86/05/21,0.003,<,0.0005
IT,5,BRASIMONE,11.33,44.48,86/05/22,0.001,<,0.0005
IT,5,BRASIMONE,11.33,44.48,86/05/23,<,0.0005,<
IT,5,CAPANNA,12.3,42.03,86/05/01,4.33,0.926,1.803
IT,5,CAPANNA,12.3,42.03,86/05/01,2.32,0.474,0.904
IT,5,CAPANNA,12.3,42.03,86/05/01,5.181,0.919,1.837
IT,5,CAPANNA,12.3,42.03,86/05/01,7.964,1.526,3.011
IT,5,CAPANNA,12.3,42.03,86/05/01,5.915,1.47,2.667
IT,5,CAPANNA,12.3,42.03,86/05/02,5.258,1.259,2.444
IT,5,CAPANNA,12.3,42.03,86/05/02,5.064,1.37,2.556
IT,5,CAPANNA,12.3,42.03,86/05/02,4.91,1.285,2.333
IT,5,CAPANNA,12.3,42.03,86/05/02,3.841,1.037,1.852
IT,5,CAPANNA,12.3,42.03,86/05/02,2.087,0.537,1
IT,5,CAPANNA,12.3,42.03,86/05/02,1.791,0.444,0.889
IT,5,CAPANNA,12.3,42.03,86/05/02,1.546,0.704,1.37
IT,5,CAPANNA,12.3,42.03,86/05/02,1.121,0.556,1.111
IT,5,CAPANNA,12.3,42.03,86/05/03,1.276,0.648,1.2
IT,5,CAPANNA,12.3,42.03,86/05/03,1.392,0.5,0.951
IT,5,CAPANNA,12.3,42.03,86/05/03,1.48,0.444,0.87
IT,5,CAPANNA,12.3,42.03,86/05/03,2.37,0.704,1.37
IT,5,CAPANNA,12.3,42.03,86/05/03,2.899,0.963,1.814
IT,5,CAPANNA,12.3,42.03,86/05/03,2.706,0.926,1.852
IT,5,CAPANNA,12.3,42.03,86/05/04,2.474,0.777,1.556
IT,5,CAPANNA,12.3,42.03,86/05/04,2.436,0.741,1.556
IT,5,CAPANNA,12.3,42.03,86/05/04,2.165,0.689,1.37
IT,5,CAPANNA,12.3,42.03,86/05/04,1.585,0.593,1.222
IT,5,CAPANNA,12.3,42.03,86/05/04,2.629,0.963,2
IT,5,CAPANNA,12.3,42.03,86/05/04,2.579,1.037,2.074
IT,5,CAPANNA,12.3,42.03,86/05/04,1.971,0.844,1.111
IT,5,CAPANNA,12.3,42.03,86/05/04,1.933,1.037,2.059
IT,5,CAPANNA,12.3,42.03,86/05/05,1.724,0.593,1.074
IT,5,CAPANNA,12.3,42.03,86/05/05,0.851,0.407,0.889
IT,5,CAPANNA,12.3,42.03,86/05/05,0.812,0.407,0.815
IT,5,CAPANNA,12.3,42.03,86/05/05,0.944,0.444,0.926
IT,5,CAPANNA,12.3,42.03,86/05/05,1.121,0.463,0.963
IT,5,CAPANNA,12.3,42.03,86/05/05,0.715,0.267,0.519
IT,5,CAPANNA,12.3,42.03,86/05/05,0.387,0.148,0.296
IT,5,CAPANNA,12.3,42.03,86/05/05,0.464,0.152,0.289
IT,5,CAPANNA,12.3,42.03,86/05/06,0.367,0.13,0.256
IT,5,CAPANNA,12.3,42.03,86/05/06,0.376,0.13,0.259
IT,5,CAPANNA,12.3,42.03,86/05/06,0.309,0.137,0.278
IT,5,CAPANNA,12.3,42.03,86/05/06,0.406,0.159,0.315
IT,5,CAPANNA,12.3,42.03,86/05/06,0.727,0.259,0.5
IT,5,CAPANNA,12.3,42.03,86/05/06,0.827,0.281,0.556
IT,5,CAPANNA,12.3,42.03,86/05/06,1.453,0.444,0.889
IT,5,CAPANNA,12.3,42.03,86/05/07,0.414,0.167,0.333
IT,5,CAPANNA,12.3,42.03,86/05/07,0.301,0.163,0.315
IT,5,CAPANNA,12.3,42.03,86/05/07,0.487,0.167,0.333
IT,5,CAPANNA,12.3,42.03,86/05/07,0.255,0.093,0.185
IT,5,CAPANNA,12.3,42.03,86/05/07,0.263,0.104,0.193
IT,5,CAPANNA,12.3,42.03,86/05/08,0.224,0.093,0.185
IT,5,CAPANNA,12.3,42.03,86/05/08,0.309,0.1,0.196
IT,5,CAPANNA,12.3,42.03,86/05/08,0.467,0.204,0.385
IT,5,CAPANNA,12.3,42.03,86/05/08,0.135,0.074,0.141
IT,5,CAPANNA,12.3,42.03,86/05/09,0.101,0.056,0.111
IT,5,CAPANNA,12.3,42.03,86/05/09,0.17,0.059,0.115
IT,5,CAPANNA,12.3,42.03,86/05/10,0.05,0.016,0.032
IT,5,CAPANNA,12.3,42.03,86/05/10,0.046,<,0.006
IT,5,CAPANNA,12.3,42.03,86/05/11,0.041,<,0.006
IT,5,CAPANNA,12.3,42.03,86/05/11,0.033,<,0.015
IT,5,CAPANNA,12.3,42.03,86/05/11,0.03,<,0.011
IT,5,CAPANNA,12.3,42.03,86/05/11,0.037,<,0.011
IT,5,CASACCIA,12.3,42.03,86/05/01,2.407,0.4,0.833
IT,5,CASACCIA,12.3,42.03,86/05/01,1.852,0.37,0.774
IT,5,CASACCIA,12.3,42.03,86/05/01,0.993,0.256,0.404
IT,5,CASACCIA,12.3,42.03,86/05/01,1.67,0.31,0.667
IT,5,CASACCIA,12.3,42.03,86/05/01,2.407,0.53,0.9
IT,5,CASACCIA,12.3,42.03,86/05/01,3.333,0.715,1.507
IT,5,CASACCIA,12.3,42.03,86/05/02,2.915,0.763,1.593
IT,5,CASACCIA,12.3,42.03,86/05/02,2.319,0.604,1.1
IT,5,CASACCIA,12.3,42.03,86/05/02,1.804,0.507,0.881
IT,5,CASACCIA,12.3,42.03,86/05/02,1.111,0.27,0.626
IT,5,CASACCIA,12.3,42.03,86/05/02,1.37,0.35,0.726
IT,5,CASACCIA,12.3,42.03,86/05/02,1.185,0.369,0.781
IT,5,CASACCIA,12.3,42.03,86/05/03,0.681,0.271,0.481
IT,5,CASACCIA,12.3,42.03,86/05/03,1.148,0.281,0.656
IT,5,CASACCIA,12.3,42.03,86/05/03,1.256,0.415,0.841
IT,5,CASACCIA,12.3,42.03,86/05/04,1.422,0.415,0.922
IT,5,CASACCIA,12.3,42.03,86/05/04,1.607,0.489,1.096
IT,5,CASACCIA,12.3,42.03,86/05/04,1.107,0.511,0.996
IT,5,CASACCIA,12.3,42.03,86/05/04,1.17,0.493,0.889
IT,5,CASACCIA,12.3,42.03,86/05/04,0.733,0.29,0.611
IT,5,CASACCIA,12.3,42.03,86/05/05,0.559,0.222,0.419
IT,5,CASACCIA,12.3,42.03,86/05/05,1.419,0.496,0.922
IT,5,CASACCIA,12.3,42.03,86/05/05,0.206,0.086,0.164
IT,5,CASACCIA,12.3,42.03,86/05/06,0.239,0.081,0.156
IT,5,CASACCIA,12.3,42.03,86/05/06,0.385,0.123,0.274
IT,5,CASACCIA,12.3,42.03,86/05/06,0.444,0.148,0.323
IT,5,CASACCIA,12.3,42.03,86/05/07,0.173,0.068,0.16
IT,5,CASACCIA,12.3,42.03,86/05/07,0.23,0.079,0.171
IT,5,CASACCIA,12.3,42.03,86/05/07,0.152,0.069,0.155
IT,5,CASACCIA,12.3,42.03,86/05/08,0.137,0.062,0.128
IT,5,CASACCIA,12.3,42.03,86/05/08,0.176,0.083,0.177
IT,5,CASACCIA,12.3,42.03,86/05/10,0.064,0.027,0.061
IT,5,CASACCIA,12.3,42.03,86/05/11,0.027,0.005,0.012
IT,5,CASACCIA,12.3,42.03,86/05/12,0.014,0.001,0.002
IT,5,CASACCIA,12.3,42.03,86/05/13,0.011,<,0.002
IT,5,CASACCIA,12.3,42.03,86/05/14,0.007,<,0.001
IT,5,CASACCIA,12.3,42.03,86/05/15,0.008,0.001,0.001
IT,5,CASACCIA,12.3,42.03,86/05/16,0.012,<,0.001
IT,5,ISPRA,8.63,45.8,86/04/30,0.55,0,0.05
IT,5,ISPRA,8.63,45.8,86/04/30,2.36,0,0.22
IT,5,ISPRA,8.63,45.8,86/04/30,3.82,0,0.35
IT,5,ISPRA,8.63,45.8,86/04/30,5.04,0,0.47
IT,5,ISPRA,8.63,45.8,86/04/30,5.6,0,0.52
IT,5,ISPRA,8.63,45.8,86/04/30,5.83,0,0.55
IT,5,ISPRA,8.63,45.8,86/04/30,6.64,0,0.63
IT,5,ISPRA,8.63,45.8,86/04/30,7.78,0,0.74
IT,5,ISPRA,8.63,45.8,86/04/30,7.07,0,0.68
IT,5,ISPRA,8.63,45.8,86/04/30,8.61,0,0.83
IT,5,ISPRA,8.63,45.8,86/05/01,13.89,0,1.36
IT,5,ISPRA,8.63,45.8,86/05/01,14.55,0,1.43
IT,5,ISPRA,8.63,45.8,86/05/01,15.97,0,1.58
IT,5,ISPRA,8.63,45.8,86/05/01,15.67,0,1.56
IT,5,ISPRA,8.63,45.8,86/05/01,15.23,0,1.53
IT,5,ISPRA,8.63,45.8,86/05/01,13.91,0,1.41
IT,5,ISPRA,8.63,45.8,86/05/01,14.37,0,1.47
IT,5,ISPRA,8.63,45.8,86/05/01,15.54,0,1.6
IT,5,ISPRA,8.63,45.8,86/05/01,24.9,0,2.58
IT,5,ISPRA,8.63,45.8,86/05/01,20.92,0,2.18
IT,5,ISPRA,8.63,45.8,86/05/01,24.95,0,2.62
IT,5,ISPRA,8.63,45.8,86/05/01,23.26,0,2.46
IT,5,ISPRA,8.63,45.8,86/05/02,23.35,0,2.49
IT,5,ISPRA,8.63,45.8,86/05/02,18.38,0,1.97
IT,5,ISPRA,8.63,45.8,86/05/02,20.47,0,2.21
IT,5,ISPRA,8.63,45.8,86/05/02,19.76,0,2.15
IT,5,ISPRA,8.63,45.8,86/05/02,15.75,0,1.73
IT,5,ISPRA,8.63,45.8,86/05/02,15.28,0,1.69
IT,5,ISPRA,8.63,45.8,86/05/02,15.19,0,1.69
IT,5,ISPRA,8.63,45.8,86/05/02,11.82,0,1.32
IT,5,ISPRA,8.63,45.8,86/05/02,11.59,0,1.37
IT,5,ISPRA,8.63,45.8,86/05/02,12.1,0,1.37
IT,5,ISPRA,8.63,45.8,86/05/02,12.72,0,1.46
IT,5,ISPRA,8.63,45.8,86/05/02,12.39,0,1.43
IT,5,ISPRA,8.63,45.8,86/05/03,14.5,0,1.68
IT,5,ISPRA,8.63,45.8,86/05/03,14.23,0,1.66
IT,5,ISPRA,8.63,45.8,86/05/03,13.68,0,1.61
IT,5,ISPRA,8.63,45.8,86/05/03,11.62,0,1.38
IT,5,ISPRA,8.63,45.8,86/05/03,10.62,0,1.27
IT,5,ISPRA,8.63,45.8,86/05/03,8.79,0,1.06
IT,5,ISPRA,8.63,45.8,86/05/03,6.72,0,0.81
IT,5,ISPRA,8.63,45.8,86/05/03,5.25,0,0.64
IT,5,ISPRA,8.63,45.8,86/05/03,3.28,0,0.4
IT,5,ISPRA,8.63,45.8,86/05/03,3.21,0,0.4
IT,5,ISPRA,8.63,45.8,86/05/03,3.18,0,0.4
IT,5,ISPRA,8.63,45.8,86/05/03,2.87,0,0.36
IT,5,ISPRA,8.63,45.8,86/05/04,2.77,0,0.35
IT,5,ISPRA,8.63,45.8,86/05/04,3.04,0,0.39
