,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted
2602,63888,Finance,region_4,Master's & above,m,other,1,35,4.0,8,0,63.0,0
2603,19930,Sales & Marketing,region_6,Bachelor's,m,other,1,29,1.0,3,0,51.0,0
2604,75759,Operations,region_4,Bachelor's,f,sourcing,1,39,3.0,5,0,58.0,1
2605,26297,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,35,1.0,6,0,52.0,0
2606,66115,Operations,region_22,Bachelor's,m,sourcing,1,30,3.0,7,0,55.0,0
2607,3227,Sales & Marketing,region_26,Bachelor's,m,other,1,39,5.0,4,0,50.0,0
2608,63700,Analytics,region_4,Bachelor's,m,other,2,30,3.0,5,0,86.0,1
2609,22076,HR,region_16,Bachelor's,m,other,1,30,3.0,3,0,55.0,0
2610,50263,Analytics,region_8,Bachelor's,m,other,1,28,4.0,2,0,82.0,0
2611,7900,Sales & Marketing,region_2,,m,other,1,49,5.0,5,0,49.0,0
2612,14239,Operations,region_30,Bachelor's,f,sourcing,1,30,5.0,6,0,60.0,0
2613,35530,Technology,region_2,Bachelor's,f,sourcing,1,57,1.0,29,0,81.0,0
2614,62776,Technology,region_1,Master's & above,f,other,2,32,1.0,6,0,83.0,0
2615,62776,Technology,region_1,Master's & above,f,other,2,32,1.0,6,0,83.0,0
2616,58211,Sales & Marketing,region_14,Bachelor's,m,other,1,29,2.0,5,0,,0
2617,76474,Operations,region_20,Master's & above,f,other,1,43,3.0,15,0,59.0,0
2618,76474,Operations,region_20,Master's & above,f,other,1,43,3.0,15,0,59.0,0
2619,11845,HR,region_32,Bachelor's,f,sourcing,1,31,3.0,4,0,49.0,0
2620,75144,Sales & Marketing,region_31,Bachelor's,f,other,1,24,,1,0,50.0,0
2621,59349,Sales & Marketing,region_2,Master's & above,f,sourcing,1,31,1.0,3,0,52.0,0
2622,59349,Sales & Marketing,region_2,Master's & above,f,sourcing,1,31,1.0,3,0,52.0,0
2624,7061,Procurement,region_20,Master's & above,f,other,1,38,5.0,3,0,68.0,0
2625,13872,Operations,region_15,Bachelor's,m,other,1,30,3.0,2,0,56.0,0
2626,26470,Sales & Marketing,region_20,Bachelor's,m,other,2,35,3.0,3,0,41.0,0
2629,41705,Legal,region_2,Bachelor's,m,other,1,38,3.0,6,1,60.0,0
2630,12955,Technology,region_22,Bachelor's,m,other,2,27,4.0,4,0,79.0,0
2631,19986,Technology,region_7,Master's & above,f,sourcing,1,42,5.0,12,0,77.0,1
2632,61899,Procurement,region_22,Bachelor's,m,other,2,30,1.0,5,0,67.0,0
2634,8395,Procurement,region_16,Master's & above,f,sourcing,1,35,3.0,10,0,67.0,0
2635,40320,Analytics,region_13,Bachelor's,m,other,1,26,3.0,2,0,85.0,1
2636,5613,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,35,5.0,9,0,50.0,0
2638,61621,Operations,region_2,Bachelor's,m,sourcing,1,34,4.0,5,0,53.0,0
2639,61621,Operations,region_2,Bachelor's,m,sourcing,1,34,4.0,5,0,53.0,0
2640,6409,Technology,region_15,Bachelor's,m,sourcing,1,24,,1,0,84.0,0
2641,18955,Analytics,region_2,Bachelor's,f,sourcing,1,27,4.0,5,0,86.0,0
2642,27771,Operations,region_16,Bachelor's,m,other,1,33,4.0,7,0,,0
2643,27771,Operations,region_16,Bachelor's,m,other,1,33,4.0,7,0,,0
2645,30379,Procurement,region_26,Master's & above,f,other,1,35,3.0,10,0,67.0,0
2646,16071,Technology,region_33,Bachelor's,f,sourcing,1,30,4.0,5,0,80.0,0
2647,11066,Analytics,region_22,Bachelor's,m,other,3,31,3.0,6,0,86.0,0
2648,74622,Technology,region_24,Bachelor's,f,sourcing,1,28,3.0,3,0,79.0,0
2649,68572,Procurement,region_2,Bachelor's,f,referred,1,32,3.0,8,0,73.0,0
2650,71237,Operations,region_2,Bachelor's,m,other,1,48,2.0,7,0,56.0,0
2652,70995,Analytics,region_2,Bachelor's,m,sourcing,1,27,,1,0,87.0,0
2653,57709,Sales & Marketing,region_16,Bachelor's,f,other,1,34,3.0,3,0,47.0,0
2654,23667,Operations,region_2,Bachelor's,m,other,1,31,1.0,6,0,55.0,0
2655,11052,Analytics,region_32,Bachelor's,m,sourcing,2,35,5.0,8,0,83.0,0
2656,77217,Technology,region_24,Bachelor's,m,other,4,32,3.0,9,0,76.0,0
2657,45563,Analytics,region_22,,m,sourcing,1,28,,1,0,86.0,0
2658,44786,Procurement,region_17,Bachelor's,f,sourcing,1,35,4.0,2,0,70.0,0
2659,47828,Procurement,region_4,Master's & above,f,sourcing,1,43,4.0,5,0,66.0,0
2660,3852,Sales & Marketing,region_4,Bachelor's,m,other,1,32,3.0,4,0,49.0,0
2661,72446,Procurement,region_20,Bachelor's,m,sourcing,1,28,3.0,5,0,68.0,0
2662,64566,Procurement,region_11,Master's & above,f,other,1,36,5.0,10,0,70.0,0
2663,3602,Technology,region_33,Bachelor's,m,other,1,34,3.0,3,1,75.0,1
2664,20067,Technology,region_7,Bachelor's,f,sourcing,1,35,3.0,7,0,89.0,1
2665,20067,Technology,region_7,Bachelor's,f,sourcing,1,35,3.0,7,0,89.0,1
2666,9592,Technology,region_22,Master's & above,f,other,2,49,1.0,3,0,77.0,0
2667,43470,Sales & Marketing,region_2,Bachelor's,m,other,1,59,3.0,4,0,51.0,1
2668,49026,Sales & Marketing,region_16,Bachelor's,m,other,1,29,,1,0,51.0,0
2671,56316,Technology,region_4,Master's & above,m,other,1,42,2.0,6,0,81.0,0
2672,3808,HR,region_27,Bachelor's,m,other,1,32,1.0,3,0,51.0,0
2673,24028,Operations,region_19,Bachelor's,m,other,1,42,4.0,11,0,59.0,0
2674,56972,R&D,region_2,Master's & above,f,sourcing,1,36,3.0,7,0,90.0,0
2675,37566,Procurement,region_26,Bachelor's,f,sourcing,1,47,4.0,14,0,74.0,0
2676,28507,Sales & Marketing,region_7,,m,sourcing,1,36,4.0,2,0,50.0,0
2677,73301,Procurement,region_2,Master's & above,f,sourcing,1,44,5.0,5,0,74.0,0
2679,33263,HR,region_22,Bachelor's,f,other,1,30,4.0,3,0,50.0,0
2680,39286,Analytics,region_31,Master's & above,m,sourcing,1,34,3.0,3,0,85.0,0
2681,44393,Procurement,region_2,Master's & above,f,sourcing,1,39,3.0,7,0,72.0,1
2682,43567,Operations,region_4,Bachelor's,m,other,1,27,4.0,2,0,58.0,0
2683,39695,Procurement,region_15,Master's & above,m,sourcing,1,43,4.0,4,0,66.0,0
2684,67639,Sales & Marketing,region_31,Bachelor's,m,other,1,29,4.0,4,0,,0
2685,67639,Sales & Marketing,region_31,Bachelor's,m,other,1,29,4.0,4,0,,0
2686,77612,Finance,region_2,Bachelor's,f,sourcing,1,45,3.0,3,0,55.0,0
2687,72390,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,36,4.0,4,0,46.0,0
2688,69396,Operations,region_31,Bachelor's,m,other,1,32,5.0,4,0,59.0,0
2689,10214,Procurement,region_17,Bachelor's,m,other,1,41,5.0,7,1,72.0,1
2690,26933,Operations,region_26,Master's & above,m,sourcing,1,41,3.0,2,1,58.0,0
2691,26933,Operations,region_26,Master's & above,m,sourcing,1,41,3.0,2,1,58.0,0
2692,59301,Operations,region_17,Bachelor's,f,other,1,34,5.0,9,0,64.0,0
2693,11546,Sales & Marketing,region_16,Master's & above,m,sourcing,1,36,4.0,7,0,48.0,0
2694,66937,Technology,region_26,Bachelor's,m,sourcing,1,37,4.0,2,0,81.0,0
2696,24452,Analytics,region_22,Bachelor's,m,other,2,27,,1,0,87.0,0
2698,51979,Procurement,region_2,Bachelor's,f,other,1,37,3.0,5,0,74.0,0
2699,23972,Technology,region_7,Below Secondary,m,sourcing,2,24,3.0,2,0,82.0,0
2700,31656,Sales & Marketing,region_13,Bachelor's,f,other,1,31,4.0,4,0,48.0,0
2701,24084,Sales & Marketing,region_16,,m,other,2,36,3.0,3,0,54.0,0
2702,43281,Sales & Marketing,region_13,Master's & above,m,sourcing,1,34,5.0,9,0,50.0,1
2703,37831,Analytics,region_7,Master's & above,m,other,1,42,3.0,5,0,82.0,1
2704,70307,Operations,region_4,Bachelor's,f,other,1,34,5.0,8,0,60.0,0
2705,13205,Technology,region_5,Master's & above,f,sourcing,1,35,3.0,3,0,74.0,0
2706,78220,Sales & Marketing,region_29,Master's & above,m,other,1,38,3.0,2,0,46.0,0
2707,78220,Sales & Marketing,region_29,Master's & above,m,other,1,38,3.0,2,0,46.0,0
2708,65234,Technology,region_11,Bachelor's,f,sourcing,1,31,3.0,5,0,79.0,0
2709,3458,Operations,region_13,Bachelor's,m,sourcing,3,47,5.0,4,0,63.0,0
2710,48794,Operations,region_8,Bachelor's,m,other,1,38,4.0,7,0,,0
2711,23946,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,31,5.0,3,0,53.0,0
2712,7836,Sales & Marketing,region_11,Bachelor's,m,other,1,28,2.0,2,0,48.0,0
2713,15503,Operations,region_22,Bachelor's,f,other,1,36,5.0,5,0,65.0,0
2714,25646,Sales & Marketing,region_4,Bachelor's,m,other,1,49,2.0,15,0,53.0,0
2715,20542,Operations,region_34,Bachelor's,m,other,1,30,5.0,5,0,60.0,0
2716,21420,Finance,region_7,Master's & above,m,other,1,35,3.0,7,0,62.0,0
2717,21420,Finance,region_7,Master's & above,m,other,1,35,3.0,7,0,62.0,0
2718,69802,Operations,region_14,Master's & above,m,other,1,33,4.0,4,0,59.0,0
2719,39190,Sales & Marketing,region_7,Bachelor's,m,other,1,32,2.0,7,0,47.0,0
2720,2120,Sales & Marketing,region_26,Bachelor's,m,other,1,33,2.0,8,0,49.0,0
2721,61176,Analytics,region_2,,m,other,1,29,,1,0,85.0,0
2722,19437,Analytics,region_22,Bachelor's,m,sourcing,2,28,5.0,5,0,83.0,1
2723,55941,Sales & Marketing,region_1,Master's & above,m,sourcing,1,33,1.0,3,0,49.0,0
2724,66936,Operations,region_22,Bachelor's,m,other,2,55,5.0,18,0,71.0,1
2725,6470,Analytics,region_7,Bachelor's,f,other,2,28,,1,0,85.0,1
2726,12870,Finance,region_23,Master's & above,m,other,2,37,3.0,4,0,59.0,0
2727,61098,HR,region_23,Master's & above,f,sourcing,1,34,4.0,4,0,54.0,0
2728,77874,Technology,region_27,Bachelor's,m,sourcing,1,32,3.0,9,0,76.0,0
2729,73829,Procurement,region_31,Bachelor's,m,other,1,31,4.0,4,0,71.0,0
2730,29592,Operations,region_2,,f,sourcing,1,55,3.0,8,0,59.0,0
2731,5980,Operations,region_15,Bachelor's,m,other,1,40,3.0,5,0,54.0,0
2732,58610,Procurement,region_22,Master's & above,f,other,1,47,3.0,17,0,67.0,0
2733,69706,Sales & Marketing,region_31,Bachelor's,m,other,1,40,1.0,3,0,56.0,0
2734,45010,Technology,region_16,Master's & above,m,sourcing,1,42,3.0,5,0,81.0,1
2735,8433,Operations,region_22,Master's & above,m,sourcing,1,34,1.0,7,0,62.0,0
2736,3847,Operations,region_31,Bachelor's,f,sourcing,1,30,3.0,2,0,63.0,0
2737,41780,Analytics,region_7,Master's & above,m,other,1,39,3.0,10,0,87.0,0
2738,32300,Technology,region_27,Bachelor's,m,sourcing,2,24,,1,0,77.0,0
2739,32098,Operations,region_12,Bachelor's,f,other,1,30,5.0,5,0,56.0,0
2740,59801,Procurement,region_17,Bachelor's,f,other,1,50,3.0,3,0,65.0,0
2742,31308,Sales & Marketing,region_22,Master's & above,f,sourcing,1,31,3.0,6,0,54.0,0
2743,30444,Procurement,region_2,Master's & above,f,sourcing,1,35,4.0,7,0,73.0,0
2744,1116,Operations,region_2,Bachelor's,f,other,1,41,5.0,7,0,,0
2745,69680,Sales & Marketing,region_14,,m,other,2,23,3.0,2,0,51.0,1
2746,53488,Sales & Marketing,region_31,Bachelor's,m,other,2,34,3.0,8,0,49.0,0
2747,58872,Sales & Marketing,region_2,Master's & above,f,sourcing,1,50,5.0,6,0,52.0,0
2749,59759,Procurement,region_30,Bachelor's,m,sourcing,4,27,4.0,4,0,73.0,0
2750,61659,Sales & Marketing,region_23,Master's & above,m,sourcing,1,35,4.0,8,0,50.0,0
2751,24065,Operations,region_15,Bachelor's,m,sourcing,1,49,3.0,2,0,60.0,0
2752,75853,Sales & Marketing,region_22,Bachelor's,f,other,1,33,2.0,5,0,55.0,0
2753,19149,Technology,region_2,Bachelor's,f,other,1,26,5.0,3,0,79.0,1
2755,12457,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,27,,1,0,50.0,0
2756,71508,Technology,region_22,Bachelor's,m,referred,1,28,3.0,3,0,81.0,0
2757,37188,Analytics,region_25,Bachelor's,m,other,2,32,5.0,6,0,82.0,0
2758,29187,Procurement,region_13,Bachelor's,m,other,1,41,4.0,12,0,70.0,0
2760,77224,Procurement,region_2,Master's & above,m,sourcing,1,36,3.0,8,0,71.0,0
2761,68001,Procurement,region_20,Bachelor's,m,other,1,26,3.0,2,0,69.0,0
2762,68001,Procurement,region_20,Bachelor's,m,other,1,26,3.0,2,0,69.0,0
2763,21978,Sales & Marketing,region_13,Bachelor's,f,sourcing,2,31,1.0,4,0,51.0,0
2764,51299,Procurement,region_30,Master's & above,f,other,1,38,3.0,10,0,63.0,0
2765,51819,Operations,region_2,Bachelor's,f,other,1,31,4.0,2,0,62.0,0
2766,51819,Operations,region_2,Bachelor's,f,other,1,31,4.0,2,0,62.0,0
2767,24590,Procurement,region_11,Bachelor's,m,sourcing,1,31,5.0,4,0,72.0,0
2768,55417,Analytics,region_16,Bachelor's,m,other,2,30,3.0,5,0,89.0,0
2769,31100,Procurement,region_21,Bachelor's,m,other,1,29,,1,0,70.0,0
2770,46156,Procurement,region_28,Master's & above,m,other,2,34,3.0,8,0,70.0,0
2771,52346,Sales & Marketing,region_17,Bachelor's,m,other,1,27,2.0,2,0,47.0,0
2772,56575,Procurement,region_2,Bachelor's,m,other,4,30,2.0,2,0,68.0,0
2773,68193,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,34,4.0,3,0,46.0,0
2774,71637,Legal,region_7,Master's & above,m,sourcing,1,44,5.0,4,0,62.0,0
2775,13681,Analytics,region_2,,m,other,2,25,,1,0,89.0,0
2776,43738,Sales & Marketing,region_2,,f,other,1,20,,1,0,48.0,0
2777,43001,Operations,region_2,Master's & above,f,sourcing,1,49,3.0,6,0,60.0,0
2778,36071,Technology,region_7,Bachelor's,f,sourcing,1,37,3.0,8,0,79.0,0
2779,78111,Operations,region_15,Bachelor's,m,other,1,45,5.0,6,0,53.0,0
2780,66767,Technology,region_22,Bachelor's,f,other,1,28,,1,0,80.0,0
2781,36774,HR,region_22,Bachelor's,m,other,1,47,4.0,8,0,48.0,0
2783,1439,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,50,3.0,17,0,51.0,0
2784,27749,Operations,region_16,Bachelor's,m,other,1,34,5.0,8,0,60.0,0
2785,43772,Operations,region_22,Bachelor's,m,referred,1,28,,1,0,58.0,0
2786,25266,Finance,region_2,,m,other,1,39,5.0,5,0,57.0,0
2787,25266,Finance,region_2,,m,other,1,39,5.0,5,0,57.0,0
2788,76534,Sales & Marketing,region_27,Master's & above,m,other,1,36,5.0,9,0,51.0,0
2789,65856,Operations,region_30,Bachelor's,m,sourcing,1,27,,1,0,59.0,0
2790,50519,Analytics,region_15,Master's & above,m,other,2,30,3.0,5,0,85.0,0
2791,41976,Technology,region_22,Bachelor's,m,other,2,32,3.0,7,0,81.0,0
2793,52590,Finance,region_22,,m,other,1,27,3.0,3,0,58.0,0
2794,38212,HR,region_2,Below Secondary,m,other,1,20,3.0,2,0,,0
2795,60059,Procurement,region_2,Bachelor's,m,other,1,25,5.0,3,0,70.0,0
2796,5327,HR,region_2,Bachelor's,f,sourcing,1,35,4.0,10,0,49.0,0
2797,5327,HR,region_2,Bachelor's,f,sourcing,1,35,4.0,10,0,49.0,0
2798,47446,Operations,region_26,Bachelor's,m,other,1,50,1.0,18,0,,0
2799,47446,Operations,region_26,Bachelor's,m,other,1,50,1.0,18,0,,0
2800,5171,Procurement,region_7,Master's & above,f,other,1,41,3.0,6,0,67.0,0
2801,68416,Sales & Marketing,region_28,,m,other,1,28,,1,0,67.0,1
2802,29665,HR,region_2,Master's & above,m,other,1,54,2.0,23,0,49.0,0
2803,3652,Operations,region_21,Master's & above,m,sourcing,2,35,3.0,7,0,58.0,0
2804,60230,Operations,region_19,Bachelor's,m,sourcing,2,38,5.0,5,0,60.0,0
2805,76562,Analytics,region_4,Bachelor's,m,sourcing,1,31,3.0,9,0,81.0,0
2806,45101,Procurement,region_5,Bachelor's,f,other,2,34,4.0,5,0,68.0,0
2807,50262,Procurement,region_2,Bachelor's,f,other,2,26,1.0,2,0,68.0,0
2808,51943,Technology,region_2,Bachelor's,f,other,1,34,4.0,3,0,79.0,1
2809,70364,Sales & Marketing,region_22,Bachelor's,m,other,1,27,3.0,2,1,96.0,1
2810,47273,Sales & Marketing,region_2,Bachelor's,f,referred,1,32,4.0,8,0,63.0,1
2811,10658,Procurement,region_11,Master's & above,f,sourcing,1,34,5.0,5,0,69.0,0
2812,76403,Technology,region_23,Bachelor's,f,sourcing,1,30,,1,0,79.0,0
2813,28139,Sales & Marketing,region_27,Master's & above,m,other,1,46,3.0,4,0,55.0,0
2814,60307,Operations,region_19,Bachelor's,m,other,1,41,5.0,13,0,57.0,0
2815,59274,Sales & Marketing,region_27,Bachelor's,f,other,1,38,3.0,4,0,48.0,0
2816,30968,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,30,,1,0,49.0,0
2818,31632,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,30,2.0,4,0,60.0,1
2819,37504,Sales & Marketing,region_28,,m,sourcing,1,29,3.0,5,0,48.0,0
2821,1393,Procurement,region_15,Bachelor's,f,other,1,29,5.0,5,0,71.0,1
2822,1393,Procurement,region_15,Bachelor's,f,other,1,29,5.0,5,0,71.0,1
2823,3431,Procurement,region_13,Bachelor's,m,other,3,29,3.0,3,0,63.0,0
2824,3431,Procurement,region_13,Bachelor's,m,other,3,29,3.0,3,0,63.0,0
2825,26885,Sales & Marketing,region_16,Bachelor's,m,other,1,41,5.0,3,0,48.0,1
2826,71905,Operations,region_15,Bachelor's,m,sourcing,1,57,3.0,16,0,,0
2827,27648,Technology,region_20,Bachelor's,m,sourcing,1,30,,1,0,84.0,1
2828,22381,Procurement,region_29,Bachelor's,m,other,1,30,1.0,6,0,70.0,0
2829,48506,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,51,3.0,17,0,47.0,0
2830,22199,Operations,region_2,Bachelor's,m,sourcing,1,47,4.0,9,0,60.0,0
2832,3934,Sales & Marketing,region_17,Master's & above,m,sourcing,1,48,1.0,17,1,48.0,0
2833,22487,Operations,region_4,Bachelor's,f,sourcing,1,27,1.0,4,0,57.0,0
2834,60691,Finance,region_13,Bachelor's,m,other,2,28,,1,0,58.0,0
2835,60691,Finance,region_13,Bachelor's,m,other,2,28,,1,0,58.0,0
2836,58595,HR,region_13,Bachelor's,f,sourcing,1,31,2.0,6,0,49.0,0
2839,65936,Technology,region_4,Master's & above,f,other,1,34,3.0,3,0,80.0,0
2840,78263,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,31,3.0,6,1,44.0,1
2841,6024,Analytics,region_28,,m,other,1,27,3.0,1,0,82.0,0
2842,41728,Sales & Marketing,region_33,Bachelor's,f,other,1,32,3.0,4,0,49.0,0
2843,32547,Sales & Marketing,region_22,,m,sourcing,1,26,3.0,2,0,51.0,0
2844,32547,Sales & Marketing,region_22,,m,sourcing,1,26,3.0,2,0,51.0,0
2845,74925,Analytics,region_34,Bachelor's,m,sourcing,1,30,3.0,5,0,84.0,0
2846,51259,Sales & Marketing,region_7,Master's & above,m,other,3,39,3.0,9,0,53.0,0
2847,51259,Sales & Marketing,region_7,Master's & above,m,other,3,39,3.0,9,0,53.0,0
2848,12558,Analytics,region_2,Bachelor's,m,sourcing,1,31,3.0,4,0,87.0,0
2849,922,Sales & Marketing,region_13,Master's & above,m,other,1,44,5.0,3,0,43.0,0
2850,922,Sales & Marketing,region_13,Master's & above,m,other,1,44,5.0,3,0,43.0,0
2851,17545,Technology,region_22,Master's & above,m,sourcing,1,48,3.0,18,0,80.0,0
2852,73699,HR,region_2,Master's & above,f,sourcing,1,53,3.0,18,0,46.0,0
2853,25665,Finance,region_29,Bachelor's,m,sourcing,1,30,4.0,4,0,62.0,0
2854,25665,Finance,region_29,Bachelor's,m,sourcing,1,30,4.0,4,0,62.0,0
2855,15339,Technology,region_2,Bachelor's,m,other,1,38,1.0,12,0,81.0,0
2856,39961,Analytics,region_30,Bachelor's,m,sourcing,1,33,3.0,5,0,89.0,0
2857,11375,Sales & Marketing,region_13,Master's & above,m,sourcing,1,49,5.0,7,0,49.0,0
2858,25495,HR,region_22,Master's & above,f,sourcing,1,42,2.0,5,0,47.0,0
2859,2118,Sales & Marketing,region_7,Bachelor's,m,other,1,35,1.0,3,0,46.0,0
2860,19629,HR,region_15,Master's & above,f,other,1,41,3.0,4,0,50.0,0
2861,56047,HR,region_7,Bachelor's,m,other,1,43,3.0,2,0,,0
2862,22317,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,30,5.0,6,0,44.0,0
2863,22317,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,30,5.0,6,0,44.0,0
2864,29415,Technology,region_22,Bachelor's,m,sourcing,1,30,1.0,4,0,81.0,0
2865,72331,Procurement,region_17,Bachelor's,f,sourcing,1,30,3.0,3,0,71.0,0
2866,43927,Procurement,region_26,Bachelor's,m,sourcing,1,30,1.0,4,0,85.0,1
2867,4742,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,38,5.0,3,0,63.0,1
2868,7171,Analytics,region_27,Bachelor's,m,other,1,27,4.0,3,0,83.0,0
2869,24162,R&D,region_30,Bachelor's,f,sourcing,1,32,4.0,3,0,85.0,0
2871,58119,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,35,4.0,10,0,47.0,0
2872,8520,Procurement,region_22,Bachelor's,m,sourcing,2,31,4.0,6,0,74.0,0
2873,68154,Operations,region_8,Master's & above,m,other,1,37,3.0,6,0,,0
2874,64156,Sales & Marketing,region_2,,f,other,1,51,2.0,24,0,48.0,0
2876,26336,HR,region_28,Master's & above,m,other,1,34,3.0,4,0,48.0,0
2877,34969,Legal,region_22,Bachelor's,m,referred,1,29,,1,0,60.0,0
2878,62181,Procurement,region_2,Master's & above,m,sourcing,1,57,2.0,27,0,74.0,0
2879,14694,Procurement,region_2,Master's & above,f,other,1,33,3.0,3,0,74.0,0
2880,73869,Procurement,region_2,Bachelor's,m,other,1,48,5.0,7,0,75.0,0
2881,11565,Analytics,region_13,Master's & above,f,other,1,32,4.0,4,0,82.0,0
2882,2371,Analytics,region_31,Bachelor's,m,other,1,30,4.0,3,0,83.0,0
2883,2517,Analytics,region_25,Master's & above,m,other,1,33,5.0,2,0,82.0,0
2884,15675,Procurement,region_2,Master's & above,m,other,2,46,4.0,5,0,70.0,0
2886,70445,Operations,region_2,Bachelor's,f,other,1,55,3.0,13,0,52.0,0
2887,70445,Operations,region_2,Bachelor's,f,other,1,55,3.0,13,0,52.0,0
2888,41322,Analytics,region_14,Master's & above,m,other,1,38,4.0,10,0,80.0,0
2889,27032,Sales & Marketing,region_22,Bachelor's,m,other,3,26,1.0,4,0,52.0,0
2890,71314,Operations,region_15,Bachelor's,m,sourcing,2,36,5.0,6,0,56.0,0
2891,1675,Technology,region_14,Bachelor's,f,other,1,34,1.0,7,0,80.0,0
2892,124,Operations,region_22,Master's & above,f,sourcing,2,38,3.0,12,0,87.0,1
2893,2351,Operations,region_25,Bachelor's,m,sourcing,1,31,5.0,3,0,58.0,0
2894,73229,Procurement,region_17,Bachelor's,m,other,1,40,4.0,9,0,69.0,0
2895,42150,Procurement,region_15,Bachelor's,f,other,1,32,3.0,5,0,65.0,0
2896,42150,Procurement,region_15,Bachelor's,f,other,1,32,3.0,5,0,65.0,0
2897,14003,Operations,region_2,Master's & above,f,referred,1,35,5.0,8,0,60.0,1
2898,42206,Technology,region_23,Bachelor's,m,other,2,29,3.0,4,0,82.0,0
2899,67789,Procurement,region_2,Master's & above,f,other,1,38,5.0,7,0,65.0,0
2900,43784,HR,region_2,Bachelor's,f,referred,1,44,5.0,12,0,49.0,0
2901,34873,Operations,region_31,Bachelor's,f,other,1,41,3.0,11,0,60.0,0
2902,35466,Sales & Marketing,region_2,Master's & above,f,other,1,42,4.0,8,0,50.0,0
2903,65095,Sales & Marketing,region_28,Bachelor's,f,other,1,33,3.0,5,0,51.0,0
2904,65095,Sales & Marketing,region_28,Bachelor's,f,other,1,33,3.0,5,0,51.0,0
2905,69811,Procurement,region_4,Bachelor's,m,other,1,40,4.0,17,0,70.0,0
2906,10098,Technology,region_7,Bachelor's,m,sourcing,1,26,3.0,2,0,80.0,0
2907,37860,Sales & Marketing,region_22,Bachelor's,f,other,1,36,3.0,3,0,46.0,0
2908,30858,Operations,region_13,Bachelor's,m,sourcing,1,25,4.0,2,0,56.0,0
2909,76953,Operations,region_27,Bachelor's,m,other,1,35,3.0,2,0,60.0,0
2910,50823,Procurement,region_20,Master's & above,f,other,1,37,4.0,4,1,67.0,0
2911,4662,Analytics,region_22,Bachelor's,f,other,1,31,4.0,7,0,85.0,0
2912,43251,Technology,region_7,Bachelor's,m,sourcing,1,33,2.0,6,0,79.0,0
2913,35161,Procurement,region_2,Master's & above,f,sourcing,2,45,2.0,15,0,70.0,0
2914,15316,Sales & Marketing,region_2,Master's & above,f,other,1,56,2.0,5,0,46.0,0
2915,35941,Analytics,region_30,Master's & above,m,other,2,36,3.0,6,0,84.0,0
2916,26698,Procurement,region_2,Master's & above,f,other,1,50,3.0,7,0,71.0,0
2917,43296,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,27,3.0,1,0,51.0,0
2918,15751,Procurement,region_30,Bachelor's,f,sourcing,1,34,4.0,10,0,68.0,0
2919,12829,Sales & Marketing,region_26,Bachelor's,m,other,3,28,3.0,4,0,51.0,0
2920,57067,Procurement,region_2,Bachelor's,m,sourcing,2,37,3.0,10,0,72.0,0
2921,70308,Procurement,region_31,Bachelor's,m,other,4,29,1.0,6,0,72.0,0
2922,61060,Operations,region_2,Bachelor's,m,sourcing,1,45,3.0,5,0,58.0,0
2923,58457,Operations,region_21,Master's & above,m,other,1,35,3.0,3,0,,0
2924,65725,Technology,region_5,Master's & above,f,sourcing,1,34,3.0,8,0,84.0,0
2925,48126,Operations,region_15,Bachelor's,m,other,1,32,5.0,7,0,58.0,1
2926,51386,Technology,region_31,Master's & above,f,other,1,36,4.0,3,0,79.0,0
2927,11435,Technology,region_13,Bachelor's,m,referred,2,31,4.0,5,0,79.0,0
2928,55475,Operations,region_29,Master's & above,m,sourcing,1,34,1.0,3,0,60.0,0
2929,47943,Sales & Marketing,region_13,Master's & above,m,other,1,35,4.0,6,0,50.0,0
2931,67897,Sales & Marketing,region_28,Bachelor's,m,other,1,35,4.0,7,0,50.0,0
2934,7058,R&D,region_26,Bachelor's,m,sourcing,2,26,5.0,3,0,86.0,0
2935,42750,R&D,region_2,Master's & above,m,other,1,46,5.0,2,0,89.0,0
2936,30813,Procurement,region_9,Bachelor's,f,sourcing,2,28,3.0,4,0,71.0,0
2937,45799,Sales & Marketing,region_7,Bachelor's,m,referred,1,33,4.0,7,0,46.0,0
2938,68864,Technology,region_15,Bachelor's,f,sourcing,1,27,4.0,2,0,76.0,0
2939,27835,Sales & Marketing,region_7,,m,other,1,25,3.0,3,0,48.0,1
2940,50081,Finance,region_15,Bachelor's,f,other,1,32,3.0,7,0,56.0,0
2941,77551,Analytics,region_9,Bachelor's,m,other,1,27,,1,0,88.0,0
