,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted
3933,9820,Technology,region_12,Bachelor's,m,other,1,28,5.0,2,0,79.0,0
1184,70914,R&D,region_7,Bachelor's,m,other,1,32,3.0,7,0,85.0,0
43690,76504,Technology,region_26,Bachelor's,m,sourcing,1,51,3.0,15,0,84.0,0
40757,66670,Sales & Marketing,region_4,Master's & above,f,other,1,35,3.0,9,0,52.0,0
50377,37958,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,46,4.0,17,0,50.0,0
52145,75531,Technology,region_2,Master's & above,m,sourcing,1,38,3.0,7,0,81.0,0
44707,64317,Finance,region_22,Bachelor's,m,sourcing,2,28,,1,0,57.0,0
9188,41547,Sales & Marketing,region_2,Bachelor's,m,other,2,25,5.0,2,0,50.0,1
33685,8577,HR,region_2,Bachelor's,m,other,1,41,5.0,3,0,50.0,0
49904,41260,Analytics,region_22,Bachelor's,m,other,1,30,3.0,4,0,86.0,0
39357,15862,Operations,region_2,Bachelor's,f,sourcing,1,26,5.0,2,0,,0
13817,4932,Sales & Marketing,region_7,Bachelor's,f,other,1,60,1.0,5,0,50.0,0
47090,73352,Operations,region_19,Bachelor's,m,other,1,36,4.0,7,0,65.0,0
46691,41278,Procurement,region_13,Bachelor's,m,other,1,32,2.0,6,0,71.0,0
16672,66160,Operations,region_8,Master's & above,f,sourcing,1,30,3.0,2,0,62.0,0
42876,30154,Operations,region_7,Below Secondary,m,sourcing,1,26,2.0,3,0,,0
1401,72585,Sales & Marketing,region_7,Bachelor's,f,other,1,30,3.0,6,0,54.0,0
10797,68769,Operations,region_22,Master's & above,m,other,1,57,3.0,13,0,56.0,0
32143,59738,Procurement,region_13,Master's & above,f,sourcing,1,41,2.0,5,0,67.0,1
529,4857,Analytics,region_28,Bachelor's,m,other,1,36,5.0,3,0,91.0,1
25773,37370,Sales & Marketing,region_3,Bachelor's,m,other,3,27,3.0,2,0,50.0,0
1338,33291,Technology,region_4,Bachelor's,m,sourcing,1,40,4.0,8,0,82.0,0
13497,45484,Sales & Marketing,region_2,Bachelor's,m,other,1,50,5.0,4,0,50.0,0
1562,62239,HR,region_22,Bachelor's,m,other,1,30,4.0,5,0,53.0,0
34417,37393,Finance,region_2,,m,sourcing,2,31,3.0,3,0,58.0,0
14821,34959,Technology,region_24,Bachelor's,f,other,1,37,2.0,9,0,84.0,0
8564,3174,Sales & Marketing,region_16,Bachelor's,m,other,1,56,4.0,7,0,46.0,0
46782,17976,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,38,4.0,10,0,48.0,0
22207,66065,Analytics,region_7,Bachelor's,m,other,2,39,3.0,10,0,85.0,0
22228,20559,Procurement,region_2,Bachelor's,f,sourcing,1,56,5.0,5,0,68.0,0
2974,56559,Operations,region_27,Master's & above,m,other,1,41,4.0,11,0,62.0,0
29695,46186,Analytics,region_34,Bachelor's,m,other,1,34,4.0,8,0,90.0,0
28335,73043,Procurement,region_22,Master's & above,m,other,1,40,1.0,6,0,70.0,0
34337,7826,HR,region_16,Below Secondary,f,other,1,25,,1,0,51.0,0
20902,69837,Sales & Marketing,region_13,Master's & above,f,other,1,30,,1,0,52.0,0
19321,67772,Operations,region_22,Master's & above,f,other,1,40,3.0,13,0,57.0,0
22461,63910,Technology,region_2,Below Secondary,m,other,1,24,3.0,2,0,84.0,0
4603,70345,Operations,region_6,Bachelor's,f,sourcing,1,24,5.0,2,0,,0
13900,20526,Operations,region_13,Master's & above,m,other,1,48,2.0,20,0,,0
37436,74036,Sales & Marketing,region_2,Master's & above,m,other,1,35,4.0,6,0,53.0,0
35845,60043,Technology,region_13,Bachelor's,m,sourcing,1,30,3.0,7,0,81.0,0
25032,6772,Operations,region_21,Master's & above,f,sourcing,1,34,3.0,9,0,64.0,0
20345,62185,Technology,region_7,Master's & above,m,other,2,38,5.0,11,0,76.0,0
18051,23654,Analytics,region_31,Bachelor's,m,sourcing,1,25,,1,0,85.0,0
30105,15925,Procurement,region_2,Master's & above,m,sourcing,2,50,3.0,7,0,74.0,0
51803,40267,Analytics,region_32,Bachelor's,m,sourcing,1,34,1.0,7,0,87.0,0
54491,67491,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,20,,1,0,43.0,0
34616,50748,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,30,,1,0,,0
2819,49360,HR,region_2,Below Secondary,m,sourcing,1,20,,1,0,50.0,0
12145,27125,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,49,4.0,17,0,54.0,0
16600,60186,Operations,region_22,Master's & above,m,other,2,40,5.0,7,0,57.0,0
35745,37887,Sales & Marketing,region_2,Master's & above,m,other,2,42,3.0,17,0,52.0,0
38934,44395,Technology,region_10,Master's & above,m,other,1,30,3.0,2,0,83.0,0
25938,30221,Operations,region_2,Master's & above,f,sourcing,1,50,2.0,8,0,,0
37557,1899,Sales & Marketing,region_28,Bachelor's,m,other,1,29,,1,0,49.0,0
32507,38816,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,27,,1,0,49.0,0
50332,38321,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,49,2.0,4,0,,0
32504,12724,Operations,region_22,Bachelor's,m,other,1,43,3.0,11,0,58.0,1
46556,24217,Operations,region_13,Bachelor's,m,sourcing,1,58,3.0,3,0,55.0,0
49998,20932,Finance,region_13,Bachelor's,f,sourcing,1,25,,1,0,,1
32659,62864,Procurement,region_31,Bachelor's,f,sourcing,2,31,3.0,4,0,71.0,0
44738,45329,Technology,region_27,Bachelor's,m,sourcing,1,30,3.0,8,0,79.0,0
41859,71497,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,27,,1,0,47.0,0
29665,39066,Sales & Marketing,region_7,Bachelor's,m,other,1,30,5.0,6,0,49.0,0
47613,7476,HR,region_16,Bachelor's,m,sourcing,1,25,3.0,2,0,,0
6416,61248,Operations,region_15,Master's & above,m,other,1,38,2.0,3,0,58.0,0
1715,16999,Sales & Marketing,region_15,,m,other,1,26,1.0,5,0,50.0,0
7155,29028,Sales & Marketing,region_11,Master's & above,m,sourcing,1,37,4.0,4,1,52.0,0
13393,69112,Operations,region_13,Master's & above,f,other,1,40,3.0,14,0,59.0,0
40839,6549,Sales & Marketing,region_27,Bachelor's,m,other,1,45,2.0,6,0,47.0,0
9710,50203,Analytics,region_22,Bachelor's,m,other,2,27,5.0,5,0,86.0,1
21418,18509,Operations,region_31,Bachelor's,m,other,1,26,5.0,3,0,,0
37180,28475,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,39,1.0,7,0,49.0,0
29942,40599,Procurement,region_8,Bachelor's,m,sourcing,1,29,2.0,6,0,70.0,0
39327,35587,Technology,region_24,Bachelor's,f,other,1,30,1.0,8,0,85.0,0
41216,56774,Technology,region_26,Master's & above,m,other,1,38,1.0,5,0,77.0,0
42462,6263,Analytics,region_31,Bachelor's,f,sourcing,1,28,3.0,3,0,89.0,0
30002,1277,HR,region_22,Bachelor's,m,other,1,28,3.0,2,0,53.0,0
6497,24004,Legal,region_22,Bachelor's,m,other,1,29,,1,0,56.0,0
3203,12109,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,47,1.0,6,0,50.0,0
48893,38613,Sales & Marketing,region_1,Master's & above,f,other,1,33,3.0,3,0,49.0,0
32268,59043,Technology,region_33,Bachelor's,m,other,1,32,1.0,3,0,85.0,0
50618,41307,Procurement,region_7,Master's & above,m,other,1,42,1.0,6,0,71.0,1
18616,52918,Technology,region_2,Bachelor's,m,other,1,39,3.0,5,0,80.0,0
8287,54776,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,48,1.0,15,0,48.0,0
32463,64744,Sales & Marketing,region_2,,f,sourcing,1,32,1.0,5,0,52.0,0
42970,75434,Analytics,region_22,Bachelor's,m,other,1,27,4.0,4,0,83.0,0
41896,61282,Sales & Marketing,region_11,Bachelor's,m,other,1,26,3.0,5,0,50.0,0
2381,54039,Analytics,region_7,Bachelor's,m,other,1,45,5.0,12,0,85.0,0
8157,71658,Technology,region_31,Bachelor's,f,sourcing,1,39,5.0,5,0,79.0,0
5900,40222,Technology,region_7,Master's & above,m,sourcing,1,38,4.0,3,0,81.0,0
28082,76164,Operations,region_26,Bachelor's,m,sourcing,1,31,1.0,5,0,60.0,0
5604,10450,Operations,region_2,Bachelor's,m,other,1,48,5.0,2,0,59.0,0
26328,69632,Procurement,region_27,Bachelor's,m,other,1,33,3.0,10,0,67.0,0
50643,65649,Legal,region_22,Bachelor's,f,other,1,29,3.0,2,0,57.0,0
4491,7905,Sales & Marketing,region_28,Master's & above,m,other,1,34,4.0,7,0,49.0,0
52035,3560,Operations,region_7,Bachelor's,m,other,2,35,5.0,7,0,58.0,0
51730,3610,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,30,5.0,5,0,50.0,0
28491,17784,Operations,region_8,Bachelor's,m,other,1,28,5.0,2,0,56.0,0
12957,63247,Technology,region_16,Bachelor's,m,sourcing,1,32,3.0,6,0,82.0,0
13568,78030,Sales & Marketing,region_15,,m,sourcing,1,32,3.0,7,0,,0
45503,49012,Operations,region_24,Bachelor's,m,sourcing,1,27,1.0,3,0,60.0,0
54774,2666,Operations,region_25,Bachelor's,m,sourcing,1,34,1.0,5,0,57.0,0
19993,47201,Analytics,region_28,Master's & above,m,sourcing,1,41,5.0,4,0,86.0,0
20733,1664,Sales & Marketing,region_7,Bachelor's,m,other,2,39,3.0,4,0,47.0,0
11134,77627,Analytics,region_5,Bachelor's,m,sourcing,1,39,3.0,8,0,82.0,0
31250,44755,Sales & Marketing,region_22,Bachelor's,m,other,1,31,3.0,4,0,46.0,0
33077,26703,Operations,region_2,Master's & above,f,other,1,32,3.0,2,0,60.0,0
54251,57558,Analytics,region_26,Bachelor's,m,other,1,26,1.0,3,0,86.0,0
31463,71252,HR,region_2,Bachelor's,f,sourcing,1,39,5.0,11,0,52.0,0
47833,68549,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,32,3.0,2,0,49.0,0
4349,31176,Operations,region_7,Bachelor's,f,sourcing,1,41,3.0,11,0,65.0,0
26100,19302,Procurement,region_4,Master's & above,m,other,1,31,5.0,4,0,71.0,0
30245,61833,HR,region_19,Bachelor's,m,sourcing,1,29,5.0,7,0,54.0,0
22133,47502,Operations,region_15,Bachelor's,f,sourcing,1,33,4.0,6,0,63.0,0
45791,16917,Sales & Marketing,region_13,Master's & above,m,sourcing,1,33,5.0,8,0,50.0,0
14760,70796,Sales & Marketing,region_15,Bachelor's,m,other,1,27,3.0,3,0,49.0,0
40377,49943,Operations,region_15,Master's & above,m,sourcing,2,43,4.0,15,0,59.0,0
33788,71952,Operations,region_7,Master's & above,f,sourcing,1,38,3.0,9,0,57.0,0
22060,51587,Operations,region_2,Bachelor's,f,sourcing,1,33,5.0,7,0,,0
25013,38375,Analytics,region_22,Master's & above,f,other,1,32,5.0,4,0,88.0,0
41174,21692,Operations,region_15,Master's & above,m,sourcing,1,35,3.0,4,0,60.0,0
21430,41524,Technology,region_11,Master's & above,m,other,1,41,1.0,6,0,80.0,0
8741,77847,Finance,region_31,Bachelor's,m,other,2,27,2.0,3,0,60.0,0
41442,7782,Procurement,region_26,Bachelor's,m,other,1,31,4.0,3,0,70.0,0
45387,74184,Procurement,region_11,Bachelor's,f,sourcing,1,34,5.0,9,0,71.0,0
22219,9242,Technology,region_26,Bachelor's,f,sourcing,1,26,3.0,2,0,80.0,0
9334,11967,HR,region_22,Master's & above,m,sourcing,1,37,1.0,2,0,49.0,0
41824,15338,HR,region_2,Bachelor's,m,sourcing,1,39,4.0,3,0,52.0,0
11040,46649,Procurement,region_2,Bachelor's,m,other,2,48,5.0,5,0,68.0,0
19814,51069,Sales & Marketing,region_20,Master's & above,m,other,1,33,2.0,6,0,48.0,0
21388,42844,Operations,region_30,Bachelor's,f,other,1,30,2.0,6,0,,0
8935,50884,R&D,region_22,Master's & above,m,other,1,30,5.0,9,0,87.0,0
29050,2516,Operations,region_22,Master's & above,m,other,1,39,3.0,11,0,59.0,0
39089,17533,Sales & Marketing,region_2,Bachelor's,f,other,1,34,1.0,2,0,52.0,0
5333,46410,Technology,region_4,Bachelor's,m,other,1,27,4.0,3,0,78.0,0
34289,57581,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,25,,1,0,52.0,0
27857,76993,Sales & Marketing,region_2,Bachelor's,m,other,1,48,4.0,7,0,51.0,0
22722,28420,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,33,4.0,6,0,56.0,0
52279,64390,Sales & Marketing,region_2,Bachelor's,m,referred,1,32,4.0,5,0,51.0,0
40259,68201,Technology,region_2,Below Secondary,m,other,1,30,3.0,4,0,78.0,0
37330,18107,Procurement,region_15,Bachelor's,m,sourcing,1,37,3.0,5,0,68.0,0
41450,14522,Operations,region_15,Bachelor's,m,sourcing,2,36,1.0,10,0,57.0,0
26542,29976,Analytics,region_26,Bachelor's,m,other,1,31,3.0,4,0,83.0,0
25098,42956,Technology,region_2,Bachelor's,f,referred,1,38,3.0,4,0,78.0,0
24226,70622,Technology,region_2,Bachelor's,m,other,2,27,3.0,4,0,77.0,0
30752,74951,HR,region_2,Master's & above,f,other,1,56,1.0,19,0,49.0,0
29160,35311,Technology,region_27,Bachelor's,m,sourcing,1,37,1.0,10,0,82.0,0
18867,37702,Operations,region_23,Master's & above,f,other,1,41,4.0,9,0,64.0,0
25889,19298,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,36,4.0,2,0,52.0,0
53517,15952,Sales & Marketing,region_24,Bachelor's,m,sourcing,3,25,,1,0,49.0,0
36201,17570,Procurement,region_2,Bachelor's,f,sourcing,1,43,5.0,16,0,68.0,0
11799,46765,Technology,region_2,Bachelor's,m,referred,1,26,1.0,5,0,79.0,1
17113,1221,Technology,region_2,Bachelor's,m,referred,1,24,3.0,2,0,77.0,0
29699,6048,Operations,region_22,Bachelor's,m,other,1,31,1.0,6,0,57.0,0
29990,2738,Sales & Marketing,region_2,Master's & above,f,other,1,42,2.0,6,0,52.0,0
32886,5841,Sales & Marketing,region_15,Bachelor's,m,other,1,30,5.0,7,0,49.0,0
13051,24151,Sales & Marketing,region_12,Bachelor's,f,sourcing,1,27,4.0,4,0,,1
49169,38471,Sales & Marketing,region_25,Master's & above,m,sourcing,2,37,1.0,4,0,53.0,0
9180,61019,Procurement,region_10,Bachelor's,m,sourcing,1,31,4.0,4,0,74.0,0
14462,68236,Sales & Marketing,region_22,Bachelor's,m,sourcing,4,29,1.0,4,0,49.0,0
12473,22150,Sales & Marketing,region_9,Bachelor's,m,other,2,25,1.0,2,0,47.0,0
25169,31449,HR,region_22,Master's & above,f,other,1,34,5.0,5,0,49.0,0
12143,2186,Sales & Marketing,region_27,Master's & above,m,other,1,36,3.0,8,0,47.0,0
39643,29985,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,29,3.0,2,0,50.0,1
31860,29663,Sales & Marketing,region_22,Bachelor's,m,referred,1,27,1.0,2,0,58.0,1
53771,15314,Sales & Marketing,region_2,,m,other,1,27,3.0,4,0,51.0,0
36974,66666,Analytics,region_21,Bachelor's,m,sourcing,2,30,3.0,8,0,86.0,0
46493,61110,Analytics,region_4,Master's & above,m,other,1,43,3.0,14,0,85.0,0
3940,59869,Analytics,region_22,Bachelor's,m,referred,1,33,5.0,7,0,85.0,0
3793,17381,R&D,region_2,Master's & above,m,sourcing,1,38,5.0,5,0,86.0,0
34127,35293,Procurement,region_2,Master's & above,f,sourcing,1,60,4.0,5,0,68.0,0
33899,43827,Operations,region_4,Master's & above,f,other,1,45,3.0,14,0,63.0,0
21495,36109,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,40,1.0,3,0,47.0,0
39741,46505,Operations,region_2,Master's & above,m,sourcing,2,36,3.0,7,0,,0
48996,8337,Analytics,region_34,Bachelor's,m,sourcing,2,29,3.0,3,0,85.0,0
5084,38334,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,31,2.0,5,0,49.0,0
18874,69601,Operations,region_22,Master's & above,f,other,1,40,5.0,12,0,57.0,0
5556,37292,Sales & Marketing,region_2,,f,sourcing,1,31,5.0,4,0,49.0,0
51771,42621,Procurement,region_22,Bachelor's,f,other,1,33,4.0,5,0,68.0,0
25496,35202,Procurement,region_17,Master's & above,f,sourcing,1,48,4.0,19,0,66.0,0
2267,74407,Sales & Marketing,region_26,,m,other,1,30,1.0,3,0,51.0,0
47724,21208,Procurement,region_17,,f,sourcing,1,29,3.0,2,0,71.0,0
1582,13741,Legal,region_2,Bachelor's,m,sourcing,1,49,5.0,18,0,60.0,0
12442,76318,Sales & Marketing,region_2,Bachelor's,m,other,1,25,,1,0,47.0,0
30751,13651,Analytics,region_29,Bachelor's,f,other,1,32,3.0,4,0,86.0,0
19055,10978,Sales & Marketing,region_19,,m,sourcing,1,33,3.0,8,0,49.0,0
47965,66289,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,26,3.0,2,0,50.0,0
18618,57424,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,36,3.0,3,0,68.0,1
53173,3019,Operations,region_15,,f,sourcing,1,37,5.0,3,0,60.0,0
1659,32102,Technology,region_24,Bachelor's,m,other,2,33,1.0,5,0,81.0,0
41006,57213,Operations,region_31,,m,sourcing,1,30,4.0,3,0,59.0,0
18858,48982,Analytics,region_32,Bachelor's,m,other,2,27,,1,0,81.0,0
11500,19254,Operations,region_11,Master's & above,f,other,2,42,4.0,17,0,58.0,0
29677,30865,Procurement,region_26,Below Secondary,f,other,1,23,,1,0,66.0,0
36939,26587,Operations,region_16,Bachelor's,f,other,1,30,3.0,4,1,55.0,0
49994,33525,Sales & Marketing,region_2,Bachelor's,f,other,2,52,3.0,22,0,50.0,0
4795,59175,Operations,region_7,Bachelor's,m,other,1,27,5.0,5,0,57.0,0
11512,16358,Sales & Marketing,region_12,Bachelor's,m,other,1,27,3.0,2,0,52.0,0
31759,33386,Sales & Marketing,region_4,Bachelor's,m,other,1,30,3.0,3,0,62.0,1
5505,709,Sales & Marketing,region_2,Master's & above,f,sourcing,2,45,2.0,18,0,,0
1399,30697,Operations,region_15,Bachelor's,f,other,1,27,5.0,4,0,59.0,0
52385,64754,Analytics,region_22,Master's & above,m,other,3,33,4.0,5,0,83.0,0
47487,14494,Legal,region_22,Bachelor's,m,referred,1,29,3.0,3,0,60.0,1
49874,69110,Sales & Marketing,region_21,Master's & above,f,sourcing,1,35,3.0,9,0,54.0,0
27214,1741,Analytics,region_22,Bachelor's,m,sourcing,2,28,5.0,3,0,82.0,0
47704,51551,Operations,region_7,Bachelor's,m,sourcing,1,26,3.0,3,0,63.0,0
250,40376,Sales & Marketing,region_4,Bachelor's,m,other,1,30,5.0,4,1,50.0,0
13862,43469,Sales & Marketing,region_11,Bachelor's,m,other,1,39,1.0,6,0,48.0,0
338,39914,Technology,region_2,Master's & above,m,other,1,31,5.0,4,0,82.0,0
281,30682,Technology,region_2,Bachelor's,m,referred,2,29,4.0,6,0,75.0,0
23096,60578,Technology,region_19,Bachelor's,m,other,2,32,4.0,7,0,81.0,1
27358,17752,Technology,region_2,Bachelor's,f,other,1,55,1.0,25,0,75.0,0
21576,21984,Sales & Marketing,region_5,Master's & above,m,other,1,36,4.0,4,0,48.0,0
22145,40694,Sales & Marketing,region_30,Bachelor's,m,other,2,31,5.0,5,1,51.0,0
44026,62165,Sales & Marketing,region_20,Master's & above,m,other,2,37,5.0,9,0,52.0,0
4106,10558,Operations,region_2,Bachelor's,f,sourcing,1,49,4.0,18,0,63.0,0
18464,24658,Operations,region_31,Bachelor's,m,sourcing,1,27,1.0,3,0,58.0,0
32780,29577,R&D,region_13,Bachelor's,m,other,2,32,5.0,6,0,85.0,0
53026,58200,Legal,region_2,Bachelor's,m,other,1,29,5.0,2,0,63.0,0
21125,22880,Operations,region_4,Bachelor's,m,other,1,29,4.0,5,0,63.0,0
5718,45129,Procurement,region_7,Bachelor's,f,other,1,31,3.0,4,0,73.0,0
29610,32896,Procurement,region_7,Bachelor's,f,other,1,27,2.0,2,0,74.0,0
24606,64469,Analytics,region_22,Bachelor's,f,sourcing,1,27,4.0,5,0,86.0,0
15468,33171,Finance,region_26,Bachelor's,f,sourcing,2,28,4.0,2,0,58.0,0
27930,26141,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,39,2.0,5,1,47.0,0
14313,29694,Finance,region_22,Bachelor's,f,other,1,30,5.0,7,0,59.0,0
9070,46059,Operations,region_9,Bachelor's,m,other,1,28,,1,0,60.0,0
34210,56773,Operations,region_2,Bachelor's,m,sourcing,1,31,3.0,2,0,72.0,1
998,54502,Operations,region_23,Bachelor's,m,other,1,32,4.0,7,0,54.0,0
23304,20515,Procurement,region_22,Below Secondary,m,other,3,24,3.0,2,0,75.0,0
35346,46712,Technology,region_7,Master's & above,m,sourcing,2,38,5.0,10,0,80.0,0
46295,27603,Sales & Marketing,region_22,,f,other,1,28,3.0,5,0,53.0,0
46180,71715,Operations,region_2,,m,other,1,34,4.0,6,0,60.0,0
34115,68316,Sales & Marketing,region_2,Bachelor's,m,other,1,53,3.0,7,0,,0
40544,51649,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,32,5.0,3,0,53.0,0
39173,35163,Sales & Marketing,region_16,Bachelor's,m,other,1,39,3.0,5,0,48.0,0
30671,69378,Operations,region_2,Master's & above,f,other,1,34,4.0,2,0,56.0,0
3588,62184,Sales & Marketing,region_7,Bachelor's,m,other,2,33,4.0,10,0,51.0,0
10686,20048,Sales & Marketing,region_22,Bachelor's,m,other,2,27,4.0,4,0,53.0,1
9251,61254,Procurement,region_33,Bachelor's,m,other,1,38,3.0,7,0,72.0,0
50885,69118,Analytics,region_31,Bachelor's,m,other,1,29,4.0,2,0,82.0,0
31679,9396,Analytics,region_31,Bachelor's,m,sourcing,1,30,1.0,7,0,86.0,0
5224,44283,Sales & Marketing,region_19,Bachelor's,m,other,2,39,3.0,2,0,47.0,0
29363,71652,Operations,region_21,Bachelor's,m,sourcing,1,29,2.0,4,0,60.0,0
772,34336,Operations,region_2,Master's & above,f,sourcing,2,34,5.0,7,0,,0
3846,65470,Finance,region_2,Master's & above,m,other,4,58,3.0,2,0,57.0,0
38730,37915,Procurement,region_22,Master's & above,m,sourcing,1,43,5.0,8,0,65.0,0
54483,31276,Technology,region_2,Bachelor's,m,referred,1,38,3.0,5,0,76.0,0
33055,74256,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,30,1.0,8,0,55.0,0
26941,59134,Sales & Marketing,region_31,,m,sourcing,2,26,3.0,3,0,49.0,0
43051,14220,Sales & Marketing,region_25,Master's & above,f,sourcing,1,37,3.0,7,0,50.0,0
23680,74091,Operations,region_2,Bachelor's,f,sourcing,1,45,4.0,16,0,56.0,0
23353,81,Operations,region_4,Master's & above,m,sourcing,1,32,5.0,6,0,58.0,0
44483,1267,Finance,region_5,Bachelor's,m,other,1,26,3.0,1,0,,0
54521,35238,Technology,region_22,Bachelor's,f,sourcing,1,29,3.0,6,0,75.0,0
31895,2246,Sales & Marketing,region_2,,f,other,1,50,4.0,8,0,48.0,0
17910,11355,Sales & Marketing,region_2,Master's & above,f,sourcing,1,34,5.0,10,0,52.0,0
12869,43242,Sales & Marketing,region_16,Master's & above,m,other,1,33,4.0,5,0,50.0,0
54059,69241,R&D,region_2,Master's & above,m,sourcing,3,37,5.0,7,0,87.0,0
28312,49039,Analytics,region_2,Bachelor's,m,sourcing,3,28,5.0,2,0,84.0,0
5145,2350,Analytics,region_26,Bachelor's,m,sourcing,2,27,5.0,2,0,85.0,0
52496,35885,Analytics,region_22,,m,sourcing,2,28,4.0,4,0,89.0,0
11668,69487,Sales & Marketing,region_2,Bachelor's,m,other,2,36,1.0,10,0,50.0,0
28027,43304,Operations,region_1,Master's & above,m,other,1,39,1.0,3,0,58.0,0
30672,56417,Analytics,region_15,Bachelor's,m,other,2,30,1.0,3,0,82.0,0
45773,24672,Operations,region_14,Bachelor's,m,sourcing,1,44,5.0,6,0,62.0,1
33532,75047,Procurement,region_15,Bachelor's,f,sourcing,1,31,3.0,6,0,69.0,0
38097,45278,Procurement,region_15,Master's & above,m,other,1,37,4.0,4,0,63.0,0
37420,39800,Analytics,region_20,Bachelor's,m,other,1,26,3.0,2,0,84.0,0
1389,71863,Finance,region_26,Bachelor's,m,sourcing,1,30,3.0,6,0,64.0,0
28709,61571,Sales & Marketing,region_22,,f,sourcing,1,27,4.0,3,0,49.0,0
14347,31583,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,37,4.0,7,0,50.0,0
26459,50233,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,37,5.0,10,0,49.0,0
14460,21931,Technology,region_13,Bachelor's,f,sourcing,1,22,5.0,2,0,83.0,0
54315,59519,Sales & Marketing,region_30,Master's & above,m,sourcing,1,37,3.0,7,0,53.0,1
7594,71316,Sales & Marketing,region_7,Bachelor's,m,other,1,26,3.0,2,0,49.0,0
17398,45719,Operations,region_22,Bachelor's,m,other,1,24,4.0,2,0,58.0,0
49827,45276,Technology,region_7,Master's & above,f,referred,1,36,4.0,5,0,76.0,0
25225,14457,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,30,1.0,6,0,49.0,0
11032,72854,Operations,region_26,Bachelor's,m,sourcing,1,35,5.0,5,0,60.0,0
7530,37525,Sales & Marketing,region_26,Bachelor's,m,other,1,27,5.0,4,0,46.0,0
25102,40125,Sales & Marketing,region_2,Master's & above,f,sourcing,1,36,1.0,4,0,49.0,0
30183,34660,Procurement,region_22,Master's & above,f,sourcing,1,38,1.0,3,0,67.0,0
15861,51859,Technology,region_5,Bachelor's,f,other,1,26,4.0,3,0,80.0,1
11152,53162,Technology,region_15,Bachelor's,m,sourcing,1,38,5.0,7,0,79.0,1
47423,15053,Sales & Marketing,region_2,Master's & above,m,other,2,50,2.0,6,0,48.0,0
22136,9462,Sales & Marketing,region_15,Bachelor's,m,other,1,38,2.0,6,0,50.0,0
21598,36727,Technology,region_23,Bachelor's,m,other,2,30,3.0,5,0,82.0,0
38595,3020,Operations,region_2,Bachelor's,f,other,1,40,5.0,6,0,62.0,0
36824,13652,Procurement,region_5,Master's & above,m,sourcing,1,38,3.0,7,0,69.0,0
7801,31841,Technology,region_2,Bachelor's,m,other,1,33,4.0,2,0,78.0,0
45952,13805,Sales & Marketing,region_28,Master's & above,m,other,1,33,4.0,3,0,49.0,1
36180,34841,Analytics,region_27,,m,other,1,31,3.0,7,0,85.0,0
36816,31888,Technology,region_23,Bachelor's,m,sourcing,1,31,3.0,6,0,75.0,0
23938,2029,Analytics,region_22,,f,sourcing,1,29,5.0,3,0,86.0,1
31115,61169,Analytics,region_7,Bachelor's,m,other,2,44,3.0,4,0,83.0,0
31545,31048,Operations,region_6,Bachelor's,f,sourcing,1,28,5.0,3,0,62.0,0
10162,3713,Analytics,region_13,Bachelor's,m,other,4,30,1.0,5,0,81.0,0
3200,47111,Analytics,region_22,Master's & above,m,sourcing,1,27,,1,0,85.0,0
38972,17152,Operations,region_23,Bachelor's,f,sourcing,1,32,5.0,9,0,56.0,1
24448,15964,Analytics,region_9,Bachelor's,m,sourcing,2,31,3.0,5,0,85.0,0
9305,62870,Technology,region_13,Bachelor's,f,sourcing,1,36,3.0,7,0,81.0,0
36766,54965,Procurement,region_2,Bachelor's,f,other,1,31,2.0,5,0,70.0,0
19940,34557,Procurement,region_10,Master's & above,m,other,1,42,4.0,7,0,67.0,0
16046,5664,Procurement,region_2,Bachelor's,m,other,1,37,5.0,8,0,71.0,0
4731,13667,Operations,region_22,Master's & above,m,sourcing,1,32,5.0,3,0,63.0,0
31198,8438,Legal,region_26,Bachelor's,m,other,1,29,1.0,2,0,64.0,0
