,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted,age_viz,age_rank,avg_training_score_viz,rank_avg_training_score
3900,2,22,2,2,3,1,30,3,4,0,57,0,21-30,3,21-30,2
3901,1,13,2,1,3,1,24,3,1,0,52,0,21-30,3,21-30,2
3902,2,27,3,1,2,1,46,3,16,0,58,0,41-50,5,21-30,2
3903,9,13,2,1,2,1,28,3,1,0,62,0,21-30,3,61-70,4
3904,2,11,2,1,3,1,27,4,2,0,63,0,21-30,3,61-70,4
3905,9,15,2,1,2,1,35,5,7,0,56,0,31-40,4,21-30,2
3906,2,15,2,1,2,1,45,4,7,0,57,0,41-50,5,21-30,2
3907,1,7,2,1,2,1,38,1,15,0,50,0,31-40,4,10-20,1
3908,2,22,3,2,3,1,40,4,9,0,93,1,31-40,4,above 80,6
3909,8,26,2,2,3,1,30,3,6,0,50,0,21-30,3,10-20,1
3910,1,27,2,1,3,1,28,4,4,0,47,0,21-30,3,10-20,1
3911,1,22,2,1,3,4,31,1,8,0,48,0,31-40,4,10-20,1
3912,3,22,2,1,1,2,28,5,5,0,79,0,21-30,3,71-80,5
3913,6,26,3,2,3,1,38,4,10,0,71,0,31-40,4,71-80,5
3914,2,13,3,1,2,1,41,5,4,0,63,1,41-50,5,61-70,4
3915,2,22,2,1,3,1,31,2,3,0,59,0,31-40,4,21-30,2
3916,1,2,3,1,2,1,48,5,18,0,46,0,41-50,5,10-20,1
3917,2,22,3,2,2,1,34,3,6,0,60,0,31-40,4,above 80,6
3918,1,22,3,1,2,1,49,4,4,0,50,0,41-50,5,10-20,1
3919,4,29,2,1,3,1,26,3,2,0,84,0,21-30,3,above 80,6
3920,3,13,3,1,2,1,57,3,13,0,82,0,51-60,6,above 80,6
3921,4,28,3,1,3,3,35,5,5,0,84,0,31-40,4,above 80,6
3922,6,7,3,1,3,1,58,3,3,0,67,0,51-60,6,61-70,4
3923,3,2,2,1,3,1,36,4,3,0,80,0,31-40,4,71-80,5
3924,3,22,2,1,2,2,28,4,3,0,83,0,21-30,3,above 80,6
3925,1,19,2,1,2,1,37,1,10,0,49,0,31-40,4,10-20,1
3926,1,29,3,1,3,3,31,1,8,0,55,0,31-40,4,21-30,2
3927,2,5,2,1,2,1,28,3,1,0,55,0,21-30,3,21-30,2
3928,1,26,2,1,2,1,36,4,6,0,49,0,31-40,4,10-20,1
3929,1,14,2,1,3,1,39,3,9,0,47,0,31-40,4,10-20,1
3930,3,28,3,2,3,1,31,4,7,0,78,0,31-40,4,71-80,5
3931,7,22,3,1,3,2,33,3,8,0,60,0,31-40,4,21-30,2
3932,2,20,2,1,2,1,32,4,8,0,60,0,31-40,4,21-30,2
3933,3,12,2,1,3,1,28,5,2,0,79,0,21-30,3,71-80,5
3934,1,30,2,1,3,1,31,5,7,0,47,0,31-40,4,10-20,1
3935,6,2,2,2,2,2,38,4,2,0,68,0,31-40,4,61-70,4
3936,2,27,3,2,3,1,46,3,15,0,72,1,41-50,5,71-80,5
3937,9,31,2,1,2,2,34,3,3,0,57,0,31-40,4,21-30,2
3938,1,10,3,1,3,1,47,1,18,0,50,0,41-50,5,10-20,1
3939,1,22,2,1,2,2,24,3,1,0,51,0,21-30,3,21-30,2
3940,4,22,2,1,1,1,33,5,7,0,85,0,31-40,4,above 80,6
3941,2,2,3,1,2,1,50,5,7,0,57,1,41-50,5,21-30,2
3942,1,4,2,1,3,1,52,3,4,0,50,0,51-60,6,10-20,1
3943,6,32,3,2,2,1,35,4,11,0,72,0,31-40,4,71-80,5
3944,1,31,2,2,2,2,32,1,10,0,49,0,31-40,4,10-20,1
3945,7,2,2,1,3,2,46,3,5,0,57,0,41-50,5,21-30,2
3946,3,15,2,2,2,1,32,3,5,0,78,0,31-40,4,71-80,5
3947,3,22,2,1,1,2,32,5,6,0,81,0,31-40,4,above 80,6
3948,5,26,2,1,2,4,41,4,12,0,84,0,41-50,5,above 80,6
3949,2,26,2,1,3,1,30,4,3,0,60,0,21-30,3,above 80,6
3950,1,12,2,1,2,1,28,4,2,0,48,0,21-30,3,10-20,1
3951,3,2,3,2,3,1,34,4,7,0,83,0,31-40,4,above 80,6
3952,7,26,2,1,3,1,40,4,8,0,57,0,31-40,4,21-30,2
3953,2,4,2,1,3,1,35,5,10,0,57,0,31-40,4,21-30,2
3954,6,28,2,1,3,2,27,3,2,1,66,0,21-30,3,61-70,4
3955,3,34,2,1,3,1,32,2,7,0,78,0,31-40,4,71-80,5
3956,2,22,3,2,3,1,44,5,13,0,58,0,41-50,5,21-30,2
3957,3,31,3,1,2,1,40,3,7,0,83,0,31-40,4,above 80,6
3958,8,22,1,2,3,1,24,3,1,0,52,0,21-30,3,21-30,2
3959,4,25,2,1,3,1,28,5,2,0,82,0,21-30,3,above 80,6
3960,4,22,2,1,1,1,29,3,5,0,83,0,21-30,3,above 80,6
3961,5,16,3,1,3,2,33,3,4,0,80,0,31-40,4,71-80,5
3962,2,22,2,1,2,1,35,3,8,0,63,0,31-40,4,61-70,4
3963,1,32,2,1,3,1,34,5,2,0,52,0,31-40,4,21-30,2
3964,1,6,2,1,2,2,28,3,3,0,42,0,21-30,3,10-20,1
3965,2,15,3,2,3,1,32,3,3,0,58,0,31-40,4,21-30,2
3966,6,16,2,2,3,1,38,1,4,0,70,0,31-40,4,61-70,4
3967,4,4,2,1,3,1,31,3,3,0,86,0,31-40,4,above 80,6
3968,6,7,3,2,2,2,32,3,5,0,71,1,31-40,4,71-80,5
3969,8,17,2,1,3,1,28,3,1,0,49,1,21-30,3,10-20,1
3970,1,15,2,1,3,1,36,2,3,0,52,0,31-40,4,21-30,2
3971,2,7,3,1,2,1,40,3,10,0,58,0,31-40,4,21-30,2
3972,2,15,3,1,2,1,43,3,12,0,55,0,41-50,5,21-30,2
3973,2,19,2,1,2,1,35,5,9,0,57,1,31-40,4,21-30,2
3974,1,15,2,2,2,2,32,3,8,0,46,0,31-40,4,10-20,1
3975,8,26,2,2,2,1,24,4,2,0,56,0,21-30,3,21-30,2
3976,7,22,2,2,3,1,25,4,3,0,56,0,21-30,3,21-30,2
3977,2,15,2,2,2,1,34,5,10,0,56,0,31-40,4,21-30,2
3978,3,2,2,2,3,1,31,4,7,0,84,0,31-40,4,above 80,6
3979,3,22,2,1,3,4,26,3,1,0,82,0,21-30,3,above 80,6
3980,1,2,2,1,3,1,27,4,2,0,51,0,21-30,3,21-30,2
3981,6,15,2,1,3,3,30,4,3,0,68,0,21-30,3,61-70,4
3982,2,22,3,1,2,1,31,3,8,0,57,0,31-40,4,21-30,2
3983,1,20,2,1,2,1,34,3,6,0,46,0,31-40,4,10-20,1
3984,6,22,3,1,3,1,31,5,5,0,67,1,31-40,4,61-70,4
3985,1,2,3,1,3,3,47,1,6,0,44,0,41-50,5,10-20,1
3986,2,15,2,1,3,1,39,5,11,0,60,0,31-40,4,21-30,2
3987,3,5,2,2,3,1,31,3,6,0,82,0,31-40,4,above 80,6
3988,2,22,2,2,3,1,39,3,11,0,57,0,31-40,4,21-30,2
3989,3,31,2,1,2,1,31,4,2,0,77,0,31-40,4,71-80,5
3990,6,22,2,2,3,1,32,5,3,0,77,0,31-40,4,71-80,5
3991,1,2,3,1,3,2,47,3,9,0,48,0,41-50,5,10-20,1
3992,3,2,2,2,1,1,31,5,4,0,79,0,31-40,4,71-80,5
3993,6,7,2,1,3,1,34,1,3,0,67,0,31-40,4,61-70,4
3994,6,29,3,2,3,1,34,4,9,0,71,0,31-40,4,71-80,5
3995,1,17,2,1,3,1,32,3,4,0,48,0,31-40,4,10-20,1
3996,1,27,2,2,3,1,26,3,1,0,50,0,21-30,3,10-20,1
3997,1,2,2,2,2,1,43,1,15,0,55,0,41-50,5,21-30,2
3998,8,2,3,1,2,1,44,3,14,0,48,0,41-50,5,10-20,1
3999,3,5,1,2,2,1,24,5,2,0,86,1,21-30,3,above 80,6
4000,1,4,2,1,2,1,29,3,1,0,49,1,21-30,3,10-20,1
4001,6,15,3,2,3,1,36,4,8,0,71,0,31-40,4,71-80,5
4002,2,22,2,1,2,1,49,3,14,0,60,0,41-50,5,21-30,2
4003,6,12,2,2,3,1,31,3,3,0,74,0,31-40,4,71-80,5
4004,3,6,2,2,2,1,28,3,3,0,77,0,21-30,3,71-80,5
4005,1,22,3,1,3,2,39,5,7,0,48,0,31-40,4,10-20,1
4006,1,7,2,2,2,1,32,3,3,0,60,0,31-40,4,above 80,6
4007,7,2,2,2,3,1,31,3,7,0,56,0,31-40,4,21-30,2
4008,1,13,3,1,3,1,49,3,9,0,49,0,41-50,5,10-20,1
4009,1,7,3,1,2,1,52,3,20,0,50,0,51-60,6,10-20,1
4010,2,22,3,1,3,2,39,4,10,0,58,0,31-40,4,21-30,2
4011,4,22,2,2,2,2,28,5,5,0,89,1,21-30,3,above 80,6
4012,9,8,2,1,2,1,31,3,5,1,54,0,31-40,4,21-30,2
4013,4,1,2,1,2,1,29,5,5,0,87,0,21-30,3,above 80,6
4014,6,22,2,2,3,2,25,3,4,0,67,0,21-30,3,61-70,4
4015,5,2,3,1,2,2,38,4,9,0,85,0,31-40,4,above 80,6
4016,2,4,2,2,2,1,34,5,2,0,58,0,31-40,4,21-30,2
4017,2,15,2,2,2,1,27,3,1,1,58,0,21-30,3,21-30,2
4018,3,13,3,2,3,1,34,5,4,0,79,0,31-40,4,71-80,5
4019,1,15,2,1,2,1,33,2,2,0,46,0,31-40,4,10-20,1
4020,7,15,2,1,3,1,36,5,4,0,57,0,31-40,4,21-30,2
4021,6,22,2,2,2,1,27,2,5,0,69,0,21-30,3,61-70,4
4022,2,2,2,2,2,2,34,3,3,0,62,0,31-40,4,61-70,4
4023,4,16,3,1,3,1,34,3,4,0,83,0,31-40,4,above 80,6
4024,1,26,2,1,2,1,34,5,3,0,51,0,31-40,4,21-30,2
4025,7,5,2,1,3,1,26,5,5,0,62,0,21-30,3,61-70,4
4026,1,2,3,1,3,2,40,5,6,1,95,1,31-40,4,above 80,6
4027,2,2,2,2,2,1,38,1,5,0,66,0,31-40,4,61-70,4
4028,3,21,3,1,2,2,34,3,9,0,82,0,31-40,4,above 80,6
4029,4,2,3,1,3,1,35,3,7,0,84,0,31-40,4,above 80,6
4030,1,3,3,1,2,1,33,1,5,0,51,0,31-40,4,21-30,2
4031,3,2,3,1,3,1,40,2,5,0,81,0,31-40,4,above 80,6
4032,6,2,2,1,3,1,32,4,5,0,68,0,31-40,4,61-70,4
4033,4,2,2,2,3,1,32,4,4,0,86,0,31-40,4,above 80,6
4034,3,2,2,2,3,1,44,3,5,0,82,0,41-50,5,above 80,6
4035,1,27,2,2,3,1,24,3,1,0,44,0,21-30,3,10-20,1
4036,8,2,2,1,3,1,34,3,5,0,49,0,31-40,4,10-20,1
4037,4,26,2,1,2,2,29,3,3,0,85,0,21-30,3,above 80,6
4038,3,22,3,2,3,2,31,5,5,0,82,0,31-40,4,above 80,6
4039,1,15,3,1,3,1,38,3,3,0,48,0,31-40,4,10-20,1
4040,2,26,2,2,3,1,30,3,2,0,60,0,21-30,3,21-30,2
4041,9,2,2,1,2,1,34,5,4,0,59,0,31-40,4,21-30,2
4042,1,4,2,2,2,1,34,3,3,0,46,0,31-40,4,10-20,1
4043,9,2,2,1,2,1,29,5,3,0,58,0,21-30,3,21-30,2
4044,1,32,2,1,2,1,33,5,4,0,48,0,31-40,4,10-20,1
4045,1,22,2,1,2,2,27,3,1,0,53,0,21-30,3,21-30,2
4046,1,2,2,1,3,1,38,4,3,1,51,1,31-40,4,21-30,2
4047,7,30,2,1,3,1,29,5,2,0,60,1,21-30,3,above 80,6
4048,3,22,2,1,1,1,26,1,2,0,84,1,21-30,3,above 80,6
4049,2,2,3,1,3,1,53,1,16,0,60,0,51-60,6,21-30,2
4050,1,6,2,1,2,2,37,2,3,0,47,0,31-40,4,10-20,1
4051,9,22,2,1,2,1,29,5,3,0,59,0,21-30,3,21-30,2
4052,1,2,2,1,2,2,24,1,2,0,46,0,21-30,3,10-20,1
4053,2,2,2,2,2,1,34,3,3,0,55,0,31-40,4,21-30,2
4054,1,28,2,1,3,1,35,3,7,0,52,0,31-40,4,21-30,2
4055,3,2,2,1,2,1,42,3,9,0,79,0,41-50,5,71-80,5
4056,6,31,3,2,3,1,32,3,6,0,71,0,31-40,4,71-80,5
4057,6,10,3,2,3,1,38,3,2,0,69,0,31-40,4,61-70,4
4058,8,11,2,1,3,1,28,3,1,0,49,0,21-30,3,10-20,1
4059,1,13,2,1,3,1,39,5,4,0,49,0,31-40,4,10-20,1
4060,1,7,3,1,2,3,34,1,5,0,60,1,31-40,4,above 80,6
4061,3,25,2,2,3,1,27,3,1,0,78,0,21-30,3,71-80,5
4062,3,27,2,2,2,1,32,1,6,0,75,0,31-40,4,71-80,5
4063,7,13,2,1,2,1,29,4,2,0,59,0,21-30,3,21-30,2
4064,7,31,3,1,3,2,34,5,8,0,60,0,31-40,4,above 80,6
4065,1,15,2,2,2,1,39,5,3,0,46,0,31-40,4,10-20,1
4066,3,26,3,2,3,1,39,1,10,0,79,0,31-40,4,71-80,5
4067,6,22,2,1,3,3,27,3,2,0,71,0,21-30,3,71-80,5
4068,1,7,2,1,3,1,38,5,7,0,52,0,31-40,4,21-30,2
4069,2,7,2,1,2,1,30,1,7,0,55,0,21-30,3,21-30,2
4070,1,2,3,1,3,1,46,3,7,0,51,0,41-50,5,21-30,2
4071,1,20,2,1,2,2,30,3,5,0,52,0,21-30,3,21-30,2
4072,6,4,2,1,2,1,31,1,3,0,71,0,31-40,4,71-80,5
4073,3,27,2,2,2,1,25,3,1,0,83,0,21-30,3,above 80,6
4074,3,22,2,1,3,2,31,3,6,1,78,1,31-40,4,71-80,5
4075,1,22,2,1,3,1,27,4,5,0,49,1,21-30,3,10-20,1
4076,1,2,2,1,1,1,27,2,3,0,48,0,21-30,3,10-20,1
4077,1,13,2,1,2,1,29,3,2,0,47,0,21-30,3,10-20,1
4078,1,22,2,2,2,1,29,5,3,0,52,0,21-30,3,21-30,2
4079,1,13,2,1,3,1,35,5,9,0,51,0,31-40,4,21-30,2
4080,3,22,3,1,2,1,35,4,5,0,82,0,31-40,4,above 80,6
4081,4,15,2,1,2,2,31,5,5,0,82,0,31-40,4,above 80,6
4082,3,2,2,1,2,3,35,3,5,0,81,0,31-40,4,above 80,6
4083,2,3,3,2,3,1,36,5,3,0,62,0,31-40,4,61-70,4
4084,8,22,3,1,3,2,31,5,5,0,49,0,31-40,4,10-20,1
4085,3,26,2,1,3,1,26,2,4,0,84,0,21-30,3,above 80,6
4086,3,31,3,1,2,3,38,3,9,0,76,0,31-40,4,71-80,5
4087,1,27,2,1,3,1,39,1,10,0,49,0,31-40,4,10-20,1
4088,3,2,2,1,1,1,39,3,5,0,85,0,31-40,4,above 80,6
4089,2,22,2,1,2,1,25,3,1,0,62,0,21-30,3,61-70,4
4090,2,8,2,1,2,1,32,3,7,0,56,1,31-40,4,21-30,2
4091,2,27,2,1,3,1,49,3,3,0,60,0,41-50,5,above 80,6
4092,2,8,2,1,2,1,27,3,5,0,63,0,21-30,3,61-70,4
4093,3,26,3,1,3,1,53,3,22,0,78,0,51-60,6,71-80,5
4094,6,22,2,2,3,1,29,3,1,0,69,0,21-30,3,61-70,4
4095,1,27,2,1,3,1,30,5,2,0,52,0,21-30,3,21-30,2
4096,2,7,3,1,2,2,41,5,14,0,55,0,41-50,5,21-30,2
4097,5,22,2,1,3,2,30,5,6,0,81,0,21-30,3,above 80,6
4098,7,2,1,1,2,1,25,3,2,0,64,0,21-30,3,61-70,4
4099,6,2,2,1,3,4,32,3,3,0,69,0,31-40,4,61-70,4
4100,1,10,2,1,2,1,28,4,2,0,48,0,21-30,3,10-20,1
4101,2,2,2,1,2,1,37,5,8,0,62,0,31-40,4,61-70,4
4102,1,9,3,1,3,2,28,3,2,0,49,0,21-30,3,10-20,1
4103,1,26,2,1,2,1,33,1,8,0,51,0,31-40,4,21-30,2
4104,2,22,2,1,3,1,25,2,2,0,60,0,21-30,3,21-30,2
4105,4,28,3,1,2,2,34,5,6,0,90,0,31-40,4,above 80,6
4106,2,2,2,2,2,1,49,4,18,0,63,0,41-50,5,61-70,4
4107,2,13,2,1,2,1,40,3,7,0,57,0,31-40,4,21-30,2
4108,7,7,3,1,3,2,31,3,3,0,63,0,31-40,4,61-70,4
4109,3,16,2,1,3,1,33,1,9,0,80,0,31-40,4,71-80,5
4110,1,2,2,1,3,1,27,3,1,0,46,0,21-30,3,10-20,1
4111,1,32,2,1,3,2,36,1,8,0,54,0,31-40,4,21-30,2
4112,3,2,3,2,3,1,37,3,7,0,77,0,31-40,4,71-80,5
4113,6,2,2,2,2,2,33,1,4,0,73,0,31-40,4,71-80,5
4114,3,2,2,1,3,2,35,3,7,0,79,0,31-40,4,71-80,5
4115,6,17,2,2,1,1,32,3,5,0,67,0,31-40,4,61-70,4
4116,9,7,2,1,2,1,31,3,4,0,58,0,31-40,4,21-30,2
4117,2,11,3,1,3,1,44,5,8,0,59,0,41-50,5,21-30,2
4118,1,3,2,1,3,1,36,3,9,0,48,0,31-40,4,10-20,1
4119,1,18,2,1,2,1,28,3,1,0,49,0,21-30,3,10-20,1
4120,1,28,3,1,3,1,39,5,12,0,47,0,31-40,4,10-20,1
4121,6,10,3,1,3,2,30,3,6,0,74,0,21-30,3,71-80,5
4122,2,22,2,1,3,1,34,3,7,0,66,1,31-40,4,61-70,4
4123,4,31,2,1,2,2,29,2,4,0,89,0,21-30,3,above 80,6
4124,1,7,2,1,3,2,40,1,5,0,46,0,31-40,4,10-20,1
4125,1,16,2,1,3,1,30,3,1,0,48,0,21-30,3,10-20,1
4126,3,7,2,1,3,1,57,3,18,0,79,0,51-60,6,71-80,5
4127,7,4,3,2,3,1,35,3,11,0,98,1,31-40,4,above 80,6
4128,2,19,3,1,3,1,37,4,8,0,62,0,31-40,4,61-70,4
4129,1,1,3,1,2,1,37,5,9,0,51,1,31-40,4,21-30,2
4130,6,2,2,2,3,2,36,3,10,0,71,0,31-40,4,71-80,5
4131,7,30,2,1,3,1,26,5,2,1,90,1,21-30,3,above 80,6
4132,9,7,2,1,2,1,30,3,3,0,56,0,21-30,3,21-30,2
4133,9,22,2,1,2,1,28,3,1,0,63,0,21-30,3,61-70,4
4134,6,28,3,2,2,2,31,2,2,0,70,0,31-40,4,61-70,4
4135,1,31,2,1,3,1,30,3,2,0,51,0,21-30,3,21-30,2
4136,1,2,2,1,2,1,31,2,7,0,48,0,31-40,4,10-20,1
4137,1,2,3,1,2,1,41,5,14,0,49,0,41-50,5,10-20,1
4138,2,19,2,1,3,2,34,3,8,0,59,0,31-40,4,21-30,2
4139,6,2,2,1,3,1,24,1,3,0,69,0,21-30,3,61-70,4
4140,1,11,2,1,3,2,26,3,4,0,48,0,21-30,3,10-20,1
4141,1,13,2,2,2,1,42,3,14,0,49,0,41-50,5,10-20,1
4142,1,7,3,1,3,1,41,5,4,0,47,0,41-50,5,10-20,1
4143,1,15,2,1,2,1,30,3,6,0,60,0,21-30,3,above 80,6
4144,1,26,2,1,2,1,33,3,4,0,50,0,31-40,4,10-20,1
4145,2,15,2,1,1,1,32,5,8,0,54,0,31-40,4,21-30,2
4146,2,32,2,2,3,1,33,5,7,0,62,0,31-40,4,61-70,4
4147,6,31,2,2,2,1,35,3,4,0,71,0,31-40,4,71-80,5
4148,1,14,3,1,3,1,43,3,3,1,49,0,41-50,5,10-20,1
4149,7,22,2,1,2,2,30,1,5,0,57,0,21-30,3,21-30,2
4150,1,15,3,1,3,1,31,2,3,0,51,0,31-40,4,21-30,2
4151,8,15,2,1,2,1,39,3,3,0,49,0,31-40,4,10-20,1
4152,1,11,2,1,3,2,28,3,4,0,47,0,21-30,3,10-20,1
4153,4,7,2,1,3,1,38,3,3,0,85,1,31-40,4,above 80,6
4154,1,26,2,1,3,6,31,1,5,0,60,0,31-40,4,above 80,6
4155,1,2,2,1,3,1,31,4,4,0,62,1,31-40,4,61-70,4
4156,3,2,3,2,3,3,36,3,7,0,79,0,31-40,4,71-80,5
4157,2,2,3,1,2,1,34,1,3,0,57,0,31-40,4,21-30,2
4158,1,2,2,1,3,1,44,1,5,0,47,0,41-50,5,10-20,1
4159,3,26,2,1,3,1,31,3,2,0,78,0,31-40,4,71-80,5
4160,1,7,3,1,3,1,34,2,8,0,51,0,31-40,4,21-30,2
4161,4,15,2,1,3,1,31,2,3,1,83,0,31-40,4,above 80,6
4162,2,2,3,1,2,1,50,5,22,0,60,0,41-50,5,21-30,2
4163,3,22,2,1,3,2,31,5,5,0,75,0,31-40,4,71-80,5
4164,2,22,2,2,3,1,29,5,2,0,60,0,21-30,3,21-30,2
4165,6,26,2,1,2,1,29,3,6,0,69,0,21-30,3,61-70,4
4166,3,23,3,1,3,1,31,4,4,0,82,0,31-40,4,above 80,6
4167,6,8,2,2,2,1,28,3,2,0,68,0,21-30,3,61-70,4
4168,1,31,2,1,2,3,26,4,2,0,50,0,21-30,3,10-20,1
4169,1,32,2,1,3,1,43,3,7,0,50,0,41-50,5,10-20,1
4170,4,12,2,1,2,1,29,3,1,0,83,0,21-30,3,above 80,6
4171,1,13,2,1,2,1,40,2,6,0,49,0,31-40,4,10-20,1
4172,1,26,2,1,3,1,45,4,15,0,51,0,41-50,5,21-30,2
4173,5,2,3,1,3,1,32,1,7,0,82,0,31-40,4,above 80,6
4174,1,7,2,1,3,1,50,5,8,0,50,0,41-50,5,10-20,1
4175,9,2,2,1,3,1,40,5,11,0,66,0,31-40,4,61-70,4
4176,4,11,2,2,3,1,28,3,1,1,82,1,21-30,3,above 80,6
4177,4,27,2,1,2,1,26,4,3,0,85,0,21-30,3,above 80,6
4178,3,33,2,1,2,1,45,3,14,0,73,0,41-50,5,71-80,5
4179,1,2,2,1,2,2,30,5,9,0,44,0,21-30,3,10-20,1
4180,1,15,2,1,3,1,42,3,13,0,52,0,41-50,5,21-30,2
4181,4,8,2,1,3,1,32,5,9,0,88,0,31-40,4,above 80,6
4182,9,27,2,1,3,1,30,5,7,0,62,0,21-30,3,61-70,4
4183,6,16,2,2,2,1,29,3,4,0,65,0,21-30,3,61-70,4
4184,2,22,2,2,2,1,36,2,8,0,63,0,31-40,4,61-70,4
4185,8,2,2,2,2,1,43,3,16,0,49,0,41-50,5,10-20,1
4186,2,26,2,1,3,1,28,5,4,0,57,0,21-30,3,21-30,2
4187,2,10,2,2,3,1,34,4,7,0,59,0,31-40,4,21-30,2
4188,6,2,2,1,2,2,45,3,4,0,69,0,41-50,5,61-70,4
4189,1,29,2,1,3,1,28,3,1,0,53,0,21-30,3,21-30,2
4190,7,4,2,1,2,1,28,2,3,0,57,0,21-30,3,21-30,2
4191,1,11,2,1,2,1,38,3,3,0,47,0,31-40,4,10-20,1
4192,3,15,2,1,2,4,28,1,7,0,78,0,21-30,3,71-80,5
4193,8,26,2,2,3,1,31,1,6,0,53,0,31-40,4,21-30,2
4194,3,7,1,1,2,1,26,3,1,0,81,0,21-30,3,above 80,6
4195,4,2,3,2,3,3,34,3,6,0,82,0,31-40,4,above 80,6
4196,1,13,3,1,2,1,44,4,16,0,52,0,41-50,5,21-30,2
4197,1,26,3,1,2,1,35,4,3,0,47,0,31-40,4,10-20,1
4198,4,2,2,2,3,2,27,3,2,0,82,0,21-30,3,above 80,6
4199,2,22,3,1,2,1,44,5,12,0,59,0,41-50,5,21-30,2
4200,1,26,2,1,3,1,43,5,3,0,52,0,41-50,5,21-30,2
4201,3,27,2,1,2,1,47,1,15,0,78,0,41-50,5,71-80,5
4202,2,2,3,1,3,1,46,3,20,0,60,0,41-50,5,above 80,6
4203,8,13,3,2,2,1,41,5,6,1,48,0,41-50,5,10-20,1
4204,2,32,2,2,3,1,36,4,7,0,63,0,31-40,4,61-70,4
4205,5,22,3,1,2,1,35,2,9,0,87,0,31-40,4,above 80,6
4206,6,17,2,2,2,1,36,3,4,1,77,1,31-40,4,71-80,5
4207,1,22,2,1,2,1,21,3,1,0,52,1,21-30,3,21-30,2
4208,4,13,2,2,3,1,30,3,4,0,83,0,21-30,3,above 80,6
4209,4,9,3,1,2,2,30,4,4,0,90,0,21-30,3,above 80,6
4210,2,13,2,1,2,1,25,5,3,0,59,0,21-30,3,21-30,2
4211,4,22,2,1,3,1,26,4,2,0,88,0,21-30,3,above 80,6
4212,1,14,3,1,3,1,45,1,14,0,49,0,41-50,5,10-20,1
4213,3,25,2,1,3,1,30,3,5,0,80,0,21-30,3,71-80,5
4214,9,22,2,2,3,3,28,4,2,0,53,0,21-30,3,21-30,2
4215,4,22,3,1,3,2,30,5,2,0,85,0,21-30,3,above 80,6
4216,1,12,2,1,3,1,29,5,2,0,51,0,21-30,3,21-30,2
4217,2,5,3,1,2,1,39,2,12,0,63,0,31-40,4,61-70,4
4218,7,19,2,1,3,1,30,4,3,0,59,0,21-30,3,21-30,2
4219,1,7,2,1,2,1,28,2,6,0,51,0,21-30,3,21-30,2
4220,2,32,2,1,3,1,33,2,4,0,62,0,31-40,4,61-70,4
4221,2,22,2,1,3,1,39,5,14,0,63,0,31-40,4,61-70,4
4222,3,26,3,2,3,1,37,3,7,0,78,0,31-40,4,71-80,5
4223,9,20,2,1,2,1,27,3,2,0,63,0,21-30,3,61-70,4
4224,2,2,3,1,2,1,51,3,16,0,60,0,51-60,6,21-30,2
4225,2,22,3,1,3,1,46,3,4,0,59,0,41-50,5,21-30,2
4226,1,26,2,1,3,1,29,5,4,0,50,0,21-30,3,10-20,1
4227,3,22,2,1,3,4,28,3,4,0,83,0,21-30,3,above 80,6
4228,5,26,2,1,2,1,37,1,3,0,80,0,31-40,4,71-80,5
4229,7,31,2,1,3,1,26,3,2,0,63,0,21-30,3,61-70,4
4230,1,11,3,1,2,1,32,3,5,0,49,0,31-40,4,10-20,1
4231,1,2,3,2,3,1,42,3,4,0,49,0,41-50,5,10-20,1
4232,1,13,3,1,3,1,45,2,7,0,52,0,41-50,5,21-30,2
4233,6,11,2,2,2,1,29,5,4,0,75,0,21-30,3,71-80,5
4234,1,16,2,1,2,1,55,4,13,0,48,0,51-60,6,10-20,1
4235,2,2,2,2,2,1,57,5,16,0,62,0,51-60,6,61-70,4
4236,1,31,3,1,2,1,41,4,5,0,47,0,41-50,5,10-20,1
4237,2,2,2,2,2,1,41,4,5,0,60,0,41-50,5,above 80,6
4238,1,24,2,1,3,1,25,3,1,0,47,0,21-30,3,10-20,1
4239,6,2,2,1,3,1,53,4,18,0,74,0,51-60,6,71-80,5
4240,1,10,2,1,2,1,29,2,4,0,47,0,21-30,3,10-20,1
4241,6,11,3,1,2,1,35,5,8,0,68,0,31-40,4,61-70,4
4242,3,2,1,1,2,1,25,4,3,0,76,0,21-30,3,71-80,5
4243,1,13,2,1,3,1,33,1,4,1,52,0,31-40,4,21-30,2
4244,2,16,2,2,3,1,49,3,8,0,57,0,41-50,5,21-30,2
4245,6,31,3,2,3,1,33,5,6,0,67,0,31-40,4,61-70,4
4246,1,3,2,1,3,1,31,5,6,0,50,0,31-40,4,10-20,1
4247,4,26,2,1,2,3,28,3,6,0,81,0,21-30,3,above 80,6
4248,6,17,2,2,3,1,26,5,3,0,72,0,21-30,3,71-80,5
4249,2,16,2,1,2,1,27,5,4,0,62,0,21-30,3,61-70,4
4250,3,2,3,2,2,1,45,2,20,0,77,0,41-50,5,71-80,5
4251,2,22,2,2,3,1,26,3,1,0,59,0,21-30,3,21-30,2
4252,2,17,2,1,3,1,37,4,10,0,62,0,31-40,4,61-70,4
4253,1,2,2,2,2,1,49,4,17,0,47,0,41-50,5,10-20,1
4255,1,10,3,1,2,1,40,3,6,0,51,0,31-40,4,21-30,2
4256,1,2,2,1,2,1,31,3,4,0,53,0,31-40,4,21-30,2
